# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB4-v1/datafile_VB4-v1_55N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1167018671 (Default)
# output
#   file = VB-LA_outputs_VB4-v1/output_VB4-v1_55N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,yhat.26,yhat.27,yhat.28,yhat.29,yhat.30,yhat.31,yhat.32,yhat.33,yhat.34,yhat.35,yhat.36,yhat.37,yhat.38,yhat.39,yhat.40,yhat.41,yhat.42,yhat.43,yhat.44,yhat.45,yhat.46,yhat.47,yhat.48,yhat.49,yhat.50,yhat.51,yhat.52,yhat.53,yhat.54,yhat.55,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,residual.11,residual.12,residual.13,residual.14,residual.15,residual.16,residual.17,residual.18,residual.19,residual.20,residual.21,residual.22,residual.23,residual.24,residual.25,residual.26,residual.27,residual.28,residual.29,residual.30,residual.31,residual.32,residual.33,residual.34,residual.35,residual.36,residual.37,residual.38,residual.39,residual.40,residual.41,residual.42,residual.43,residual.44,residual.45,residual.46,residual.47,residual.48,residual.49,residual.50,residual.51,residual.52,residual.53,residual.54,residual.55,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10,calcfq.11,calcfq.12,calcfq.13,calcfq.14,calcfq.15,calcfq.16,calcfq.17,calcfq.18,calcfq.19,calcfq.20,calcfq.21,calcfq.22,calcfq.23,calcfq.24,calcfq.25,calcfq.26,calcfq.27,calcfq.28,calcfq.29,calcfq.30,calcfq.31,calcfq.32,calcfq.33,calcfq.34,calcfq.35,calcfq.36,calcfq.37,calcfq.38,calcfq.39,calcfq.40,calcfq.41,calcfq.42,calcfq.43,calcfq.44,calcfq.45,calcfq.46,calcfq.47,calcfq.48,calcfq.49,calcfq.50,calcfq.51,calcfq.52,calcfq.53,calcfq.54,calcfq.55
-9376.1,0.15,0.5,0.5,0.1,0.1,0.005,0.2,0.48,0.466667,0.466667,0.166667,0.166667,0.166667,0.15,0.2,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,65.6596,117.236,122.487,151.944,155.102,159.427,183.999,195.136,238.76,242.919,243.204,258.294,260.718,267.986,270.116,280.294,284.618,305.045,307.883,332.118,340,352.857,359.495,364.677,373.634,381.761,388.779,395.453,393.452,404.697,414.309,418.069,426.118,434.279,442.947,441.601,446.623,453.851,454.95,459.646,463.793,466.168,469.202,472.253,481.575,484.756,483.886,487.704,489.05,494.926,491.69,503.493,509.611,515.58,511.057,-4.51709,-6.07029,-7.30985,-7.95078,-5.95095,-8.15862,-4.84522,-6.47004,-15.0568,-10.9618,-10.5177,-11.4726,-10.0551,-13.2329,-14.7395,-15.7131,-9.76287,-14.2515,-15.7823,-23.3424,-24.8172,-23.1437,-24.3741,-23.6127,-26.168,-33.2321,-36.9672,-32.8605,-32.9225,-38.8953,-45.5604,-43.0928,-44.2674,-51.1866,-50.1148,-46.9606,-50.154,-49.4459,-49.5658,-53.2655,-54.4057,-54.8168,-51.5679,-57.423,-55.0756,-56.0382,-52.3731,-54.6052,-54.7458,-57.0846,-54.6235,-56.9767,-63.0263,-61.4596,-59.8062,64.9426,118.398,121.885,153.009,155.018,158.151,185.644,195.607,237.465,240.917,243.813,259.258,261.633,266.637,270.129,281.639,285.603,303.587,309.392,332.09,340.526,354.77,360.196,364.608,372.546,383.568,388.745,394.037,394.425,404.849,415.996,418.307,427.994,437.819,440.874,442.347,447.737,450.332,451.887,455.628,461.781,463.657,467.515,475.449,479.233,483.048,484.959,489.483,491.922,497.061,497.19,503.876,510.874,513.17,515.38
-21.2639,0.123491,0.436242,0.469386,0.278814,0.168177,0.00581188,0.078714,0.375986,0.24894,0.390277,0.581292,0.235195,0.15002,0.123491,0.078714,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,57.6633,109.948,121.769,141.621,146.29,147.007,179.735,187.942,215.396,233.806,238.849,244.065,252.451,254.03,258.942,269.134,274.612,290.455,291.749,302.738,308.654,329.834,334.373,337.566,342.135,348.523,363.239,362.094,373.79,377.36,381.09,386.548,389.28,393.675,402.505,398.208,403.781,406.445,415.531,413.67,417.977,420.619,420.223,430.452,435.765,436.414,436.401,437.681,444.844,442.703,445.53,450.131,450.133,449.491,456.03,2.99737,2.49081,-6.21189,2.47042,2.2555,2.36016,2.24205,1.03629,5.75178,-4.10124,-3.18422,2.67991,1.49877,0.147834,-4.37144,-5.52435,-1.39997,-0.499885,1.02259,6.17799,7.18978,2.80199,-0.406579,2.55337,1.80876,3.29742,-4.69688,-1.74944,-12.7901,-11.2325,-9.2189,-10.6482,-6.51799,-7.4832,-5.96428,-5.55989,-4.76531,-3.18571,-8.86457,-12.8171,-10.114,-10.3163,-4.37637,-11.7388,-7.66098,-7.43566,-2.79369,-3.6044,-6.6972,-4.63373,-4.02191,-1.72948,-1.36494,-1.07204,0.696285,57.4281,109.837,120.787,142.588,146.812,147.632,178.557,188.101,216.656,234.056,236.479,245.105,250.079,253.256,259.761,271.45,277.24,289.835,292.587,302.57,308.519,328.824,336.229,338.442,344.569,347.039,356.475,362.926,374.292,377.187,379.655,385.862,390.245,394.115,396.723,400.946,402.348,404.072,411.186,415.179,417.489,419.156,420.323,429.765,431.818,434.446,435.38,438.482,443.873,444.61,446.589,448.628,449.213,452.782,454.878
5.53383,0.122636,0.434293,0.468363,0.286734,0.171277,0.00581795,0.0737797,0.371659,0.236533,0.386991,0.602971,0.237545,0.14519,0.122636,0.0737797,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,57.2125,109.096,120.672,141.414,145.803,147.698,180.318,187.508,216.784,234.385,236.032,244.386,248.343,254.027,258.26,268.962,275.17,291.04,293.81,300.471,307.271,325.276,333.939,339.128,343.101,342.222,353.706,356.608,370.675,370.794,377.053,384.373,387.438,390.918,397.111,398.71,402.901,402.491,409.701,410.264,413.018,417.479,418.933,427.714,426.863,424.01,430.296,435.305,440.38,440.467,442.154,439.35,448.083,453.125,454.258,3.37648,2.91714,-6.12004,3.14244,2.87663,2.67069,2.57996,1.40977,6.9679,-3.61419,-2.68659,4.00825,2.28965,0.557562,-3.96723,-4.65869,-0.955808,0.512054,1.96753,7.94285,9.1001,4.33754,1.44407,4.54807,4.38279,4.9378,-2.35756,0.906343,-11.0084,-8.39476,-7.90394,-8.14698,-3.74561,-5.06338,-3.09773,-3.50783,-2.00894,0.0103363,-6.32526,-11.0432,-8.38758,-8.48655,-1.76713,-7.90524,-3.91667,-3.1087,0.33489,0.680163,-2.64569,-1.14161,-0.409879,2.72298,1.53932,2.20486,3.67101,57.049,109.411,120.695,141.916,146.19,147.321,178.219,187.727,215.44,233.569,235.982,243.777,249.288,252.846,259.357,270.585,276.796,288.823,291.642,300.805,306.609,327.288,334.378,336.447,341.995,345.398,354.136,360.271,372.51,374.349,378.34,383.361,387.473,391.695,393.857,398.894,399.592,400.876,408.646,413.405,415.763,417.327,417.714,425.931,428.074,430.119,432.251,434.198,439.822,441.118,442.977,444.176,446.309,449.505,451.903
179.367,0.111671,0.420474,0.454851,0.238384,0.224799,0.00613853,0.0910452,0.309373,0.257006,0.301451,0.411421,0.341194,0.29089,0.111671,0.0910452,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,57.7708,111.091,116.611,143.747,147.112,148.62,178.212,190.155,217.216,233.095,234.283,245.917,250.45,253.609,256.686,273.517,277.413,289.445,292.231,305.722,306.804,327.919,336.188,336.462,343.821,343.352,356.279,361.859,369.319,375.361,375.908,380.217,380.7,390.723,390.07,395.131,395.861,398.487,404.924,408.18,405.791,411.846,414.106,423.521,428.739,427.856,433.582,435.471,440.083,440.754,436.001,444.34,446.569,450.64,441.798,2.15493,1.64195,-2.82662,2.01205,1.7182,1.78972,2.0615,0.791189,4.39651,-2.28509,-1.0988,1.55754,1.262,0.399622,-1.6349,-2.94687,0.0110251,0.222095,1.86115,5.65644,6.98959,4.00637,1.24611,3.23337,2.2488,5.2729,-3.29065,-0.0922268,-5.76808,-6.59922,-5.99102,-4.49665,-2.17547,-2.36464,-1.56373,0.741919,0.938275,0.302049,1.00963,-3.45049,-0.565978,-1.1961,2.60709,-5.4112,-0.849574,-0.844348,0.860424,0.634632,-0.0858498,2.31701,2.2305,3.71034,1.97891,3.66622,6.52596,58.2706,110.686,117.402,143.046,147.349,148.202,178.738,188.346,218.011,232.24,234.394,246.227,250.316,253.004,257.025,268.873,275.829,289.113,291.749,303.092,308.719,327.62,334.576,337.762,344.129,345.063,355.069,361.269,367.27,372.553,376.427,379.711,385.902,388.997,392.323,394.644,396.645,400.584,401.311,405.812,407.941,410.036,413.34,423.437,425.007,427.854,431.726,434.243,437.262,437.659,440.336,443.189,445.869,448.044,449.048
205.36,0.108262,0.416174,0.450515,0.219078,0.244629,0.00624535,0.0985479,0.28334,0.257089,0.262106,0.304385,0.38509,0.377718,0.108262,0.0985479,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,58.4035,111.764,115.42,142.357,147.258,149.494,177.584,187.022,220.246,231.518,230.65,246.778,250.692,255.397,257.717,268.581,277.336,287.412,286.961,304.125,312.627,327.585,335.457,339.45,345.855,345.592,354.923,359.814,362.672,369.795,372.289,379.227,382.911,388.371,391.697,395.098,392.248,394.75,400.96,403.611,401.667,405.812,413.085,422.161,420.796,415.977,433.56,430.854,434.78,431.239,436.805,440.962,448.846,448.857,448.093,1.65783,1.15053,-1.17457,1.75344,1.43248,1.43016,1.89952,0.593117,3.50357,-1.31719,-0.156255,1.40946,0.391249,0.418908,-0.470883,-1.28096,0.590054,0.643554,2.06803,4.83622,6.33061,4.0782,2.14341,3.41582,2.19406,5.31052,-2.16157,1.00395,-2.35352,-3.84536,-5.09792,-2.70186,0.0142021,-1.35093,-0.844849,2.15254,3.28929,4.47343,2.5163,-0.43502,1.34815,0.533029,4.49354,-0.588251,2.27435,4.59295,0.393599,1.91676,3.60225,5.45918,2.99668,4.79135,3.73057,4.76868,7.26041,58.7677,111.177,115.75,143.305,147.635,148.562,178.899,188.544,218.904,231.272,233.451,246.376,251.187,252.985,255.861,267.207,275.25,288.691,291.542,303.912,309.378,327.548,333.679,337.579,344.184,345.025,353.94,360.173,363.856,369.799,375.534,377.916,383.713,387.983,391.604,393.233,394.294,396.413,399.805,402.797,406.027,408.307,411.453,418.614,421.883,422.417,432.192,432.961,433.574,434.517,439.57,442.108,444.117,446.941,448.314
214.057,0.107884,0.415971,0.45017,0.215115,0.244031,0.00626058,0.100428,0.283685,0.259501,0.261444,0.291975,0.386684,0.383811,0.107884,0.100428,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,58.285,111.041,115.919,143.627,147.595,149.992,181.476,188.805,219.56,230.142,232.643,246.38,253.155,253.026,255.07,265.574,273.423,288.994,293.538,303.616,306.352,328.827,332.219,341.101,346.734,347.348,353.423,360.97,363.945,369.269,374.986,377.282,384.361,384.608,391.694,391.455,393.689,396.818,397.88,400.495,402.213,411.791,416.976,414.92,423.014,423.739,428.817,429.153,431.246,432.131,441.174,438.462,447.59,450.079,450.202,1.53165,1.01199,-1.11477,1.58266,1.28735,1.31142,1.80247,0.490059,3.15174,-1.35581,-0.213418,1.23349,0.0661035,0.327944,-0.512818,-1.32951,0.526245,0.506954,1.87405,4.33882,5.8063,3.7031,1.9339,3.10769,1.89111,4.82182,-2.33471,0.731271,-2.41592,-3.88809,-5.2219,-2.96223,-0.0155288,-1.78961,-1.31685,1.96204,3.02466,4.6575,2.2879,-0.606776,1.26544,-0.274623,4.31855,-0.518354,1.98623,4.55815,-0.44553,1.46529,3.56133,5.13456,2.3811,4.61537,2.97301,4.18023,6.27391,58.8939,111.316,115.69,143.475,147.78,148.681,178.997,188.647,219.256,231.311,233.508,246.552,251.512,253.076,255.903,267.256,275.314,288.828,291.736,304.409,309.903,327.923,333.888,337.887,344.487,345.514,354.113,360.446,363.918,369.842,375.658,378.176,383.743,388.422,392.076,393.424,394.558,396.229,400.033,402.969,406.11,409.115,411.628,418.544,422.171,422.452,433.032,433.413,433.615,434.841,440.186,442.284,444.875,447.53,449.3
244.845,0.105654,0.414694,0.448089,0.19243,0.241211,0.00634862,0.111132,0.284847,0.271097,0.256422,0.21971,0.397301,0.420038,0.105654,0.111132,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.1054,112.682,114.67,144.235,147.617,148.284,180.912,189.18,219.361,231.842,234.943,247.516,252.291,252.56,254.838,267.149,275.315,289.522,294.084,310.527,308.635,331.209,334.676,336.241,350.059,342.498,353.465,360.383,364.535,370.838,379.601,380.854,386.138,391.086,389.169,396.569,391.359,394.845,401.386,404.637,399.323,413.329,413.725,414.093,425.406,422.109,434.12,440.23,435.091,441.275,444.373,440.729,450.326,448.418,451.78,0.834953,0.249663,-0.708893,0.693461,0.561323,0.622464,1.27192,-0.0689929,1.27274,-1.47304,-0.440949,0.447759,-1.47695,-0.376352,-0.706763,-1.3984,0.209465,-0.101257,0.850315,1.74829,3.0788,1.75886,0.982926,1.69581,0.483264,2.30122,-2.68447,-0.180846,-2.54349,-3.84018,-4.95742,-3.95477,-0.278386,-3.53032,-2.05022,0.911681,1.88311,4.21617,1.92466,-1.8846,1.33259,-3.23634,2.23533,0.118242,1.7379,3.58724,-0.751813,0.579645,1.53451,0.950385,0.65881,3.51748,-0.211435,0.362571,1.72785,59.5905,112.078,115.284,144.365,148.506,149.37,179.527,189.206,221.135,231.428,233.736,247.337,253.055,253.78,256.097,267.324,275.631,289.436,292.76,307,312.63,329.867,334.839,339.299,345.895,348.035,354.462,361.358,364.045,369.794,375.393,379.169,384.005,390.162,392.809,394.474,395.7,396.67,400.396,404.247,406.042,412.076,413.712,417.908,422.419,423.423,433.338,434.298,435.641,439.026,441.908,443.382,448.059,451.347,453.846
252.623,0.102283,0.411844,0.44451,0.164116,0.246064,0.00647248,0.123864,0.275633,0.272808,0.234261,0.101237,0.427223,0.497521,0.102283,0.123864,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.7511,112.966,114.235,144.089,149.777,151.336,179.066,191.426,224.867,230.747,234.098,248.243,253.246,255.659,257.032,267.644,274.31,287.851,293.433,312.381,309.712,329.16,335.476,338.209,346.688,350.079,352.434,362.507,360.345,368.801,368.167,376.027,387.608,384.373,389.478,395.372,395.559,391.15,397.822,403.11,403.324,406.611,413.434,417.231,419.555,418.298,428.668,428.951,429.114,436.306,441.668,441.669,447.915,455.123,454.259,0.0603962,-0.55628,0.464611,0.0360191,-0.0274117,-0.0484637,0.795798,-0.562883,-0.47166,-0.897894,-0.0136872,0.315492,-1.81027,-1.53608,-0.838033,-0.109909,0.293993,0.0827012,0.339183,-0.269046,1.0451,0.711671,1.29379,1.6187,0.115368,0.814419,-0.437854,1.05069,-1.13078,-1.80958,-2.66382,-1.92308,0.141133,-0.426147,-1.74576,2.51907,3.61401,3.39517,3.36286,-0.562402,1.37316,-1.63907,3.44964,1.91157,2.55677,5.27969,2.85723,2.65483,0.910614,0.769918,1.90979,3.31286,-0.853103,-0.832197,1.66218,60.3651,112.884,114.11,145.022,149.094,150.04,180.003,189.7,222.88,230.853,233.309,247.47,253.388,254.94,256.228,266.036,275.546,289.252,293.271,309.017,314.664,330.914,334.528,339.376,346.263,349.522,352.216,360.126,362.633,367.764,373.1,377.137,383.586,387.058,392.505,392.867,393.969,397.491,398.958,402.924,406.002,410.479,412.497,416.114,421.6,421.73,429.729,432.223,436.265,439.206,440.657,443.586,448.701,452.542,453.912
256.611,0.101853,0.411861,0.444484,0.16248,0.237315,0.00647525,0.12469,0.285155,0.280667,0.248368,0.125456,0.413196,0.466929,0.101853,0.12469,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.2039,113.467,115.627,146.263,147.539,150.928,180.381,189.991,223.309,231.002,232.159,247.489,252.017,258.764,258.958,266.332,277.228,288.921,294.135,308.829,315.686,331.673,339.277,340.263,347.791,350.86,352.42,360.221,364.253,369.644,375.608,378.503,384.336,391.905,392.88,395.124,400.19,398.971,394.029,404.337,410.352,410.723,408.976,416.145,422.896,425.081,428.364,436.457,442.921,441.005,446.445,442.423,456.768,452.368,454.868,0.00822997,-0.651567,-0.0724953,-0.236883,-0.186166,-0.206441,0.66107,-0.695048,-0.812436,-1.36993,-0.484673,-0.0907788,-2.02999,-1.85842,-1.10264,-1.02469,-0.0320509,-0.427028,-0.126136,-0.844409,0.347748,-0.0153572,0.488636,0.836256,-0.551453,0.334912,-1.55331,0.320671,-1.8036,-2.56039,-2.93211,-2.22618,-0.833217,-0.346576,-2.56758,1.43318,2.04959,2.07557,2.26663,-1.41025,0.644369,-2.08769,1.64542,0.190428,1.04092,3.4813,1.07841,1.14184,0.0788499,-0.702842,0.692308,1.68452,-1.7177,-1.6373,-0.279008,60.4173,112.98,114.647,145.295,149.253,150.198,180.138,189.832,223.22,231.325,233.78,247.876,253.608,255.262,256.493,266.951,275.872,289.762,293.736,309.592,315.361,331.641,335.333,340.159,346.929,350.001,353.331,360.856,363.306,368.514,373.368,377.44,384.56,386.979,393.327,393.953,395.533,398.81,400.054,403.772,406.731,410.928,414.302,417.836,423.116,423.529,431.508,433.736,437.097,440.679,441.875,445.214,449.566,453.347,455.853
256.764,0.101549,0.411612,0.444227,0.160592,0.236461,0.00648308,0.12551,0.285744,0.281524,0.248794,0.121522,0.413246,0.467612,0.101549,0.12551,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,61.133,112.667,114.812,146.045,148.919,151.042,180.244,189.14,224.024,230.878,234.394,252.873,250.182,256.493,256.343,265.687,279.168,288.267,292.183,311.564,314.406,336.075,333.857,342.834,343.529,353.499,348.959,358.704,363.314,365.774,372.004,375.116,386.403,385.1,397.985,392.952,398.788,397.472,397.173,400.855,403.342,410.93,417.505,417.907,424.063,415.393,434.167,431.238,437.848,443.627,442.236,447.471,445.94,450.978,453.354,-0.0397574,-0.706274,-0.0662135,-0.299633,-0.233626,-0.260131,0.620595,-0.735249,-0.94119,-1.38359,-0.506503,-0.130619,-2.0517,-1.9275,-1.1668,-1.04372,-0.0581639,-0.459035,-0.194228,-0.997686,0.180666,-0.126675,0.441702,0.777801,-0.616519,0.25413,-1.49817,0.375214,-1.75035,-2.46748,-2.76886,-2.03657,-0.856758,-0.0428537,-2.49651,1.41289,1.99011,1.92442,2.24837,-1.35488,0.571696,-1.98367,1.68972,0.142949,1.06061,3.21931,1.13957,1.12416,0.0152713,-0.654657,0.669599,1.46543,-1.78417,-1.57988,-0.566818,60.4653,113.034,114.641,145.358,149.301,150.252,180.178,189.872,223.349,231.339,233.802,247.916,253.63,255.331,256.557,266.97,275.898,289.794,293.804,309.746,315.528,331.753,335.38,340.217,346.995,350.082,353.276,360.802,363.252,368.421,373.205,377.251,384.584,386.675,393.256,393.973,395.593,398.962,400.073,403.717,406.803,410.824,414.257,417.883,423.096,423.791,431.446,433.754,437.161,440.631,441.897,445.434,449.632,453.29,456.141
