# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB4-v1/datafile_VB4-v1_10N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1167009158 (Default)
# output
#   file = VB-LA_outputs_VB4-v1/output_VB4-v1_10N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10
39.2763,0.133181,0.434053,0.480233,0.193118,0.27783,0.00537654,0.120467,0.273319,0.269482,0.234081,0.118485,0.44299,0.509985,0.133181,0.120467,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.25,112.984,113.771,146.194,149.746,150.218,180.761,191.511,222.899,231.673,0.11186,-0.374971,0.387658,0.000542719,-0.0274377,-0.0413786,0.590021,-0.932975,-0.575535,-1.96824,60.3136,112.703,114.187,145.057,149.094,150.033,180.209,190.07,222.984,231.923
40.0546,0.121736,0.432219,0.469793,0.186596,0.270097,0.0044166,0.122812,0.276933,0.273393,0.234012,0.113059,0.436475,0.509927,0.121736,0.122812,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.796,112.369,114.749,145.031,148.58,150.051,180.231,190.138,224.919,232.101,0.0137699,-0.536128,0.295542,-0.148187,-0.135503,-0.158151,0.568629,-0.907442,-0.813679,-1.80305,60.4117,112.864,114.279,145.206,149.203,150.15,180.23,190.044,223.222,231.758
41.1544,0.112827,0.430954,0.461663,0.184935,0.265652,0.00375053,0.12301,0.278091,0.274392,0.232495,0.115329,0.431331,0.509061,0.112827,0.12301,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.686,112.788,113.854,146.445,150.214,150.35,179.755,189.571,223.183,231.203,0.0474404,-0.546973,0.244091,-0.101611,-0.103204,-0.120951,0.662758,-0.765579,-0.677949,-1.52532,60.3781,112.875,114.331,145.16,149.17,150.113,180.136,189.903,223.086,231.48
42.4612,0.0995384,0.429039,0.449431,0.182747,0.263285,0.00286723,0.123146,0.274801,0.271843,0.222818,0.103746,0.430355,0.525043,0.0995384,0.123146,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.4674,112.682,113.994,145.143,148.727,150.269,178.94,189.035,222.551,229.882,0.122202,-0.527876,0.47044,0.120989,0.0368364,0.0177357,0.905727,-0.432615,-0.282825,-0.702518,60.3033,112.856,114.105,144.937,149.03,149.974,179.893,189.57,222.691,230.658
43.0578,0.094618,0.42952,0.445095,0.183121,0.258622,0.00257146,0.1232,0.279247,0.275383,0.226743,0.117631,0.422144,0.5127,0.094618,0.1232,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.1532,112.892,114.463,145.115,148.844,149.959,179.223,189.346,222.222,230.138,0.151325,-0.547629,0.207083,0.0747438,0.0192732,0.010311,0.950622,-0.346126,-0.260559,-0.63675,60.2742,112.876,114.368,144.983,149.048,149.982,179.848,189.483,222.669,230.592
43.0879,0.0950559,0.429481,0.445506,0.183824,0.258441,0.00259791,0.122829,0.279558,0.275447,0.227697,0.121266,0.42139,0.509759,0.0950559,0.122829,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.3211,112.829,114.149,144.857,149.37,150.105,180.269,189.117,223.027,231.668,0.170489,-0.525246,0.168796,0.0856118,0.0312112,0.0245474,0.955918,-0.343635,-0.224935,-0.681667,60.255,112.853,114.406,144.972,149.036,149.967,179.843,189.481,222.633,230.637
43.0961,0.0945961,0.429581,0.445108,0.183689,0.257858,0.00257096,0.122946,0.2802,0.276,0.228268,0.12244,0.420464,0.508385,0.0945961,0.122946,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.4514,113.024,114.449,144.735,149.198,150.085,179.852,189.591,222.625,230.706,0.166376,-0.53539,0.13646,0.0690812,0.0209613,0.0147679,0.952717,-0.343022,-0.244756,-0.68511,60.2591,112.863,114.439,144.989,149.046,149.977,179.846,189.48,222.653,230.64
43.0965,0.094693,0.429568,0.445195,0.183702,0.257898,0.00257679,0.122933,0.280169,0.275969,0.228287,0.122439,0.42053,0.508364,0.094693,0.122933,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.5806,112.338,114.869,144.189,148.951,150.116,179.508,189.389,222.195,229.292,0.166504,-0.534452,0.137506,0.0693797,0.0211724,0.0149762,0.9517,-0.344866,-0.244821,-0.689837,60.259,112.862,114.437,144.989,149.046,149.977,179.847,189.482,222.653,230.645
43.3747,0.0901621,0.412906,0.442178,0.165592,0.241241,0.0027132,0.123657,0.281292,0.277187,0.240978,0.120792,0.417012,0.479672,0.0901621,0.123657,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.3891,112.695,114.785,145.428,148.688,149.694,179.586,189.251,223.383,230.419,0.157191,-0.55639,0.125204,0.0737183,0.0205487,0.0134277,0.981022,-0.272223,-0.241979,-0.452072,60.2683,112.884,114.45,144.984,149.046,149.979,179.818,189.409,222.65,230.407
43.4067,0.0879928,0.402958,0.440967,0.154036,0.230347,0.00282863,0.124461,0.282632,0.278612,0.250445,0.119273,0.413553,0.460063,0.0879928,0.124461,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.2613,113.413,114.694,144.993,149.211,149.969,179.366,190.236,222.819,230.706,0.126283,-0.595545,0.0966945,0.0328719,-0.0115331,-0.0200953,0.964226,-0.267346,-0.322041,-0.365701,60.2992,112.924,114.478,145.025,149.079,150.012,179.835,189.404,222.73,230.321
43.433,0.0881611,0.403223,0.441096,0.15484,0.230678,0.00283361,0.124192,0.282587,0.278447,0.250393,0.121036,0.413355,0.459667,0.0881611,0.124192,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.3035,112.746,114.186,145.242,149.325,149.865,181.072,190.771,221.925,230.089,0.140989,-0.57862,0.0854043,0.0481991,0.00156011,-0.00580307,0.974133,-0.258459,-0.286516,-0.376371,60.2845,112.907,114.49,145.01,149.065,149.998,179.825,189.395,222.695,230.331
43.4433,0.0877632,0.401641,0.44086,0.153557,0.228876,0.00284953,0.124042,0.282818,0.278552,0.252155,0.122812,0.412243,0.4554,0.0877632,0.124042,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.3048,112.415,114.848,144.935,148.611,150.046,181.327,189.27,222.742,231.824,0.153154,-0.566857,0.0661226,0.0599534,0.0118787,0.00566945,0.986088,-0.241551,-0.256333,-0.358547,60.2723,112.895,114.509,144.998,149.055,149.986,179.813,189.379,222.664,230.314
43.444,0.0876922,0.400932,0.440854,0.152835,0.228115,0.00286316,0.124048,0.282896,0.278615,0.252917,0.123012,0.411934,0.453789,0.0876922,0.124048,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.3912,112.651,114.813,144.92,149.249,149.692,180.132,189.493,221.929,230.231,0.153377,-0.566297,0.062498,0.0595587,0.0117544,0.00564252,0.985663,-0.241106,-0.256494,-0.357539,60.2721,112.894,114.513,144.998,149.055,149.986,179.813,189.378,222.664,230.313
43.4455,0.087577,0.399939,0.440856,0.151781,0.227197,0.00287714,0.124079,0.282852,0.278597,0.253738,0.122658,0.411798,0.452142,0.087577,0.124079,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.2413,112.888,114.43,145.038,148.684,150.048,180.421,188.781,222.505,229.739,0.152546,-0.566302,0.0677237,0.0613072,0.0124566,0.00612618,0.986061,-0.239407,-0.256067,-0.347093,60.273,112.894,114.507,144.997,149.055,149.986,179.813,189.376,222.664,230.302
43.452,0.0874874,0.397836,0.441097,0.149601,0.225096,0.00290675,0.124118,0.282968,0.278704,0.255987,0.122743,0.411181,0.447671,0.0874874,0.124118,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.2336,113.056,114.306,145.801,149.17,149.956,179.517,190.276,220.834,230.481,0.150998,-0.565593,0.064756,0.0596147,0.0111036,0.00473858,0.982109,-0.242136,-0.261068,-0.347837,60.2745,112.894,114.51,144.998,149.056,149.987,179.817,189.379,222.669,230.303
43.4758,0.087302,0.39215,0.442039,0.143757,0.219698,0.00295997,0.124197,0.282958,0.278736,0.261906,0.122153,0.409956,0.436299,0.087302,0.124197,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.384,113.247,114.257,145.407,148.87,149.349,179.638,189.06,222.571,230.492,0.147999,-0.560547,0.074816,0.0632929,0.0123419,0.00541226,0.974731,-0.246746,-0.265244,-0.337814,60.2775,112.889,114.5,144.995,149.055,149.987,179.824,189.384,222.673,230.293
43.5296,0.086691,0.377731,0.444876,0.128281,0.204966,0.0030352,0.124725,0.283298,0.279254,0.278828,0.119476,0.405062,0.405681,0.086691,0.124725,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,60.4341,112.963,114.579,144.627,148.037,150.405,179.506,189.596,222.59,228.567,0.121973,-0.56867,0.0965719,0.0472135,-0.00425638,-0.0136613,0.938698,-0.274957,-0.325752,-0.316768,60.3035,112.897,114.478,145.011,149.071,150.006,179.86,189.412,222.734,230.272
43.6343,0.0862899,0.364223,0.448344,0.114598,0.190742,0.00305617,0.124812,0.283074,0.279122,0.296377,0.118167,0.398357,0.375164,0.0862899,0.124812,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,59.976,112.913,114.559,144.324,149.25,150.683,178.906,188.665,223.088,230.483,0.120841,-0.545852,0.130658,0.0698213,0.00870302,-0.00282934,0.92584,-0.280859,-0.311591,-0.278579,60.3047,112.874,114.444,144.988,149.058,149.995,179.873,189.418,222.72,230.234
