# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB2-v1/datafile_VB2-v1_65N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1276045794 (Default)
# output
#   file = VB-LA_outputs_VB2-v1/output_VB2-v1_65N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,yhat.26,yhat.27,yhat.28,yhat.29,yhat.30,yhat.31,yhat.32,yhat.33,yhat.34,yhat.35,yhat.36,yhat.37,yhat.38,yhat.39,yhat.40,yhat.41,yhat.42,yhat.43,yhat.44,yhat.45,yhat.46,yhat.47,yhat.48,yhat.49,yhat.50,yhat.51,yhat.52,yhat.53,yhat.54,yhat.55,yhat.56,yhat.57,yhat.58,yhat.59,yhat.60,yhat.61,yhat.62,yhat.63,yhat.64,yhat.65,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,residual.11,residual.12,residual.13,residual.14,residual.15,residual.16,residual.17,residual.18,residual.19,residual.20,residual.21,residual.22,residual.23,residual.24,residual.25,residual.26,residual.27,residual.28,residual.29,residual.30,residual.31,residual.32,residual.33,residual.34,residual.35,residual.36,residual.37,residual.38,residual.39,residual.40,residual.41,residual.42,residual.43,residual.44,residual.45,residual.46,residual.47,residual.48,residual.49,residual.50,residual.51,residual.52,residual.53,residual.54,residual.55,residual.56,residual.57,residual.58,residual.59,residual.60,residual.61,residual.62,residual.63,residual.64,residual.65,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10,calcfq.11,calcfq.12,calcfq.13,calcfq.14,calcfq.15,calcfq.16,calcfq.17,calcfq.18,calcfq.19,calcfq.20,calcfq.21,calcfq.22,calcfq.23,calcfq.24,calcfq.25,calcfq.26,calcfq.27,calcfq.28,calcfq.29,calcfq.30,calcfq.31,calcfq.32,calcfq.33,calcfq.34,calcfq.35,calcfq.36,calcfq.37,calcfq.38,calcfq.39,calcfq.40,calcfq.41,calcfq.42,calcfq.43,calcfq.44,calcfq.45,calcfq.46,calcfq.47,calcfq.48,calcfq.49,calcfq.50,calcfq.51,calcfq.52,calcfq.53,calcfq.54,calcfq.55,calcfq.56,calcfq.57,calcfq.58,calcfq.59,calcfq.60,calcfq.61,calcfq.62,calcfq.63,calcfq.64,calcfq.65
349.438,0.101409,0.298587,0.373217,0.0558872,0.0901312,0.00243254,0.12135,0.27682,0.272615,0.327382,0.123259,0.254267,0.211732,0.101409,0.12135,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.609,134.433,151.806,159.185,159.898,187.074,189.409,197.112,198.92,202.863,209.316,217.446,220.482,230.365,233.027,238.09,239.745,248.191,253.14,259.725,261.589,266.72,271.001,274.66,277.31,282.414,287.733,293.994,293.422,303.597,309.465,311.849,316.463,317.12,318.779,325.334,328.555,330.11,334.586,336.961,339.004,344.635,346.662,346.329,349.029,352.201,355.016,360.095,361.162,361.586,369.285,369.256,371.727,377.246,378.224,378.974,384.602,383.477,386.21,388.681,390.705,391.436,394.439,395.327,396.674,0.187156,-0.457371,0.34037,0.0320014,-0.0118845,0.0173104,0.575406,-0.543202,-0.104947,-0.771527,0.202339,0.508546,-1.41755,-0.681212,-0.239019,0.103423,-0.118562,-0.510975,-0.316498,-0.420861,0.521552,-0.571426,-0.196617,0.448596,-0.175448,0.471951,-0.806116,1.23386,0.242246,-0.708964,-1.07551,0.0264645,-0.273541,0.671155,-1.3652,0.936838,-0.395782,1.05266,1.27385,-0.453767,0.674428,-0.0715468,-0.513403,-1.16862,-0.151438,-0.26418,-0.0838107,0.179733,0.740199,-0.417404,0.171739,-0.88652,-1.23216,0.110958,-1.50324,0.145745,1.06178,0.578157,1.34969,-0.786209,1.98384,-0.0256111,-1.396,0.327416,-0.194706,119.846,134.406,152.056,159.194,159.585,187.377,189.277,196.464,199.873,203.218,208.652,217.074,220.553,230.543,232.913,237.655,239.971,247.926,252.773,260.099,260.791,265.484,270.664,274.403,276.785,282.505,288,293.623,294.749,303.435,308.72,311.058,315.206,316.989,318.838,325.098,329.264,331.432,335.658,337.191,339.69,344.747,345.959,347.597,348.864,352.76,354.398,358.919,361.278,362.378,367.339,369.92,373.22,376.643,378.725,379.172,383.06,384,386.286,389.013,390.072,392.047,394.017,395.15,396.502
349.46,0.101458,0.299449,0.371077,0.0566501,0.0902952,0.00241329,0.121399,0.277477,0.273143,0.325285,0.124977,0.253568,0.212922,0.101458,0.121399,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,120.074,134.507,152.035,159.106,159.961,187.459,188.662,196.176,200.916,203.569,208.566,216.272,219.718,230.614,233.139,237.537,241.202,248.038,251.783,260.761,261.003,265.948,270.961,274.699,276.204,282.361,287.96,293.35,294.667,303.384,309.074,311.119,316.443,317.703,318.505,325.677,328.983,331.588,335.523,338.021,338.764,343.887,346.663,348.52,348.667,352.332,356.145,358.463,361.179,362.746,365.911,370.761,372.84,377.673,378.972,379.4,382.569,383.822,386.37,387.649,390.772,392.53,394.364,393.155,395.708,0.18533,-0.457753,0.339116,0.0316549,-0.0104132,0.0173075,0.576661,-0.572455,-0.105919,-0.776053,0.196713,0.503058,-1.42554,-0.690669,-0.247847,0.0990678,-0.120266,-0.518653,-0.323437,-0.426788,0.514924,-0.583782,-0.201201,0.440519,-0.18196,0.463825,-0.810171,1.2219,0.229189,-0.720688,-1.08368,0.00733652,-0.29888,0.649061,-1.36779,0.91994,-0.409793,1.03607,1.27224,-0.464863,0.658455,-0.0994266,-0.531764,-1.20389,-0.173587,-0.270033,-0.0977866,0.156932,0.726481,-0.434336,0.135866,-0.905735,-1.23442,0.0869782,-1.51556,0.127436,1.02812,0.529739,1.32589,-0.821468,1.91031,-0.0414938,-1.42208,0.268163,-0.21626,119.848,134.407,152.057,159.194,159.583,187.377,189.275,196.493,199.874,203.222,208.657,217.08,220.561,230.553,232.922,237.659,239.972,247.934,252.78,260.105,260.798,265.497,270.668,274.411,276.792,282.513,288.004,293.635,294.762,303.447,308.728,311.077,315.231,317.011,318.841,325.115,329.278,331.449,335.66,337.202,339.706,344.774,345.978,347.632,348.887,352.766,354.412,358.942,361.292,362.395,367.375,369.939,373.222,376.667,378.738,379.191,383.094,384.048,386.31,389.048,390.146,392.062,394.043,395.209,396.523
349.485,0.101462,0.299552,0.369929,0.0568298,0.0900017,0.00240627,0.121361,0.277655,0.27326,0.32447,0.125814,0.252543,0.212685,0.101462,0.121361,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.947,134.266,151.904,159.884,159.724,187.026,189.899,197.122,200.497,203.919,208.495,216.48,220.423,229.897,232.864,238.279,240.167,247.484,252.948,259.882,260.255,265.665,271.563,273.939,277.015,283.572,288.05,292.497,294.423,303.675,309.876,311.81,315.098,316.154,318.575,325.427,329.029,333.253,334.537,338.434,339.757,344.267,345.839,347.024,348.849,352.24,353.634,358.996,361.972,361.446,367.616,371.048,373.226,376.886,379.42,379.078,382.868,384.249,385.632,390.282,391.201,393.744,393.869,394.372,397.27,0.187044,-0.457615,0.339524,0.0317464,-0.00966202,0.0190973,0.577784,-0.582065,-0.101339,-0.775956,0.1968,0.504559,-1.42584,-0.690684,-0.247438,0.101301,-0.116313,-0.518938,-0.323752,-0.42627,0.516232,-0.583894,-0.19919,0.442459,-0.180376,0.466255,-0.80534,1.2297,0.235162,-0.715957,-1.08293,0.0124604,-0.299202,0.647383,-1.36022,0.924346,-0.405414,1.04005,1.27919,-0.457832,0.666026,-0.0931259,-0.526046,-1.20114,-0.169589,-0.264162,-0.0916175,0.161432,0.731438,-0.426382,0.13802,-0.900873,-1.22262,0.0914436,-1.50955,0.131567,1.02902,0.533155,1.3294,-0.816739,1.90425,-0.034925,-1.41163,0.26449,-0.21769,119.846,134.407,152.056,159.194,159.583,187.375,189.274,196.503,199.869,203.222,208.657,217.078,220.561,230.553,232.921,237.657,239.968,247.934,252.781,260.104,260.797,265.497,270.666,274.41,276.79,282.511,287.999,293.627,294.756,303.442,308.727,311.072,315.231,317.013,318.833,325.111,329.273,331.445,335.653,337.195,339.698,344.768,345.972,347.629,348.883,352.76,354.406,358.938,361.287,362.387,367.373,369.934,373.211,376.663,378.732,379.186,383.093,384.045,386.307,389.044,390.152,392.056,394.033,395.213,396.525
349.63,0.101536,0.301967,0.363981,0.0600283,0.0921321,0.00235179,0.12097,0.278647,0.273811,0.317084,0.131735,0.254512,0.219778,0.101536,0.12097,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.571,134.558,152.153,159.562,159.718,187.181,189.155,195.702,199.805,203.566,208.409,217.224,221.346,230.305,232.237,238.284,238.883,248.588,252.687,260.44,261.522,265.849,270.222,274.453,276.475,283.221,287.418,294.961,295.15,303.439,307.694,311.163,314.501,317.792,318.432,323.505,329.713,329.986,335.572,336.201,340.094,344.494,346.117,346.999,350.324,353.48,353.058,358.534,360.669,362.539,366.708,370.717,372.441,376.894,381.071,378.415,382.519,384.582,385.351,388.979,390.718,391.841,393.865,396.087,397.257,0.204997,-0.456041,0.3442,0.035172,-0.00239931,0.0344468,0.590245,-0.632531,-0.064984,-0.772544,0.198301,0.525207,-1.42238,-0.676833,-0.230498,0.120744,-0.0717032,-0.524169,-0.34039,-0.421651,0.522221,-0.576104,-0.18569,0.455173,-0.17455,0.46823,-0.768261,1.28844,0.289313,-0.696707,-1.04792,0.0874725,-0.323773,0.629452,-1.31373,0.945546,-0.385496,1.05565,1.34039,-0.414093,0.75867,-0.00430529,-0.496402,-1.16131,-0.130924,-0.218975,-0.0556215,0.178036,0.743868,-0.385446,0.12539,-0.870818,-1.11941,0.130662,-1.48222,0.125459,1.04544,0.526211,1.3443,-0.798369,1.89957,0.00346392,-1.3326,0.245939,-0.217866,119.828,134.405,152.052,159.191,159.575,187.36,189.262,196.554,199.833,203.219,208.656,217.058,220.557,230.539,232.904,237.637,239.924,247.939,252.797,260.1,260.791,265.489,270.653,274.397,276.785,282.509,287.962,293.569,294.702,303.423,308.692,310.997,315.256,317.031,318.787,325.089,329.253,331.429,335.592,337.151,339.605,344.679,345.942,347.589,348.844,352.715,354.37,358.921,361.274,362.346,367.386,369.904,373.107,376.623,378.704,379.193,383.077,384.052,386.292,389.025,390.156,392.018,393.954,395.231,396.525
349.674,0.101571,0.303588,0.364396,0.0617593,0.0955663,0.00233871,0.120914,0.278525,0.27369,0.3144,0.131752,0.261576,0.227706,0.101571,0.120914,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.636,134.302,151.998,159.397,160.087,187.854,189.172,196.173,200.063,202.924,209.338,217.788,220.362,230.658,232.787,237.467,239.724,247.687,252.643,260.38,259.224,264.171,271.18,275.129,276.504,283.025,288.46,293.737,293.813,301.682,309.644,311.555,314.976,316.885,318.356,325.334,329.571,331.793,334.778,337.278,340.052,344.886,346.021,347.472,348.814,353.657,353.513,358.438,360.286,361.516,366.954,370.899,373.425,376.663,378.054,379.318,383.277,385.874,386.97,389.533,390.572,391.365,393.9,395.116,396.414,0.208256,-0.455499,0.345048,0.0380085,8.6117e-05,0.0371199,0.595595,-0.618222,-0.0612602,-0.771121,0.197626,0.533311,-1.41733,-0.665577,-0.218302,0.124309,-0.0571078,-0.527145,-0.351967,-0.420673,0.519307,-0.56867,-0.185527,0.454199,-0.177531,0.456483,-0.762766,1.29307,0.303437,-0.704139,-1.01276,0.118222,-0.339503,0.630569,-1.31368,0.941443,-0.391742,1.04949,1.35823,-0.415606,0.792619,0.0330532,-0.502057,-1.14374,-0.121119,-0.208803,-0.0592751,0.170121,0.731835,-0.389294,0.105361,-0.870398,-1.09307,0.146023,-1.48647,0.101925,1.06864,0.506717,1.34431,-0.80835,1.92871,0.00514383,-1.32546,0.253029,-0.204306,119.825,134.404,152.051,159.188,159.573,187.357,189.256,196.539,199.829,203.217,208.656,217.05,220.552,230.528,232.892,237.634,239.909,247.942,252.809,260.099,260.794,265.482,270.653,274.398,276.788,282.521,287.957,293.564,294.688,303.43,308.657,310.966,315.272,317.029,318.787,325.094,329.26,331.436,335.574,337.153,339.571,344.642,345.948,347.572,348.834,352.705,354.373,358.929,361.286,362.35,367.406,369.903,373.081,376.608,378.708,379.216,383.053,384.071,386.292,389.035,390.127,392.016,393.946,395.224,396.511
349.734,0.101617,0.306701,0.363656,0.0642409,0.101987,0.00230643,0.12123,0.278099,0.273532,0.307576,0.128152,0.27494,0.244509,0.101617,0.12123,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,120.026,134.323,152.175,158.669,160.061,187.156,188.772,196.822,200.241,203.074,207.707,217.556,220.565,230.631,232.193,237.918,240.052,248.256,253.504,259.815,259.773,266.255,270.999,274.256,277.407,284.171,286.825,293.507,293.951,303.424,307.515,309.969,315.285,317.422,318.84,325.206,329.992,332.045,334.849,337.276,338.431,344.903,346.913,348.015,348.92,352.712,353.81,357.533,361.856,361.23,365.963,371.555,374.225,376.935,378.89,379.99,383.672,384.853,386.833,388.5,390.516,393.167,395.617,394.476,396.88,0.197325,-0.455122,0.341135,0.0445239,0.00507523,0.0353124,0.606892,-0.556175,-0.0747979,-0.774313,0.188546,0.537627,-1.40695,-0.650286,-0.199367,0.121888,-0.0490497,-0.532982,-0.36721,-0.421038,0.50713,-0.556243,-0.191462,0.442183,-0.183044,0.430578,-0.761716,1.27229,0.317654,-0.716937,-0.909435,0.134113,-0.350912,0.667999,-1.31832,0.933644,-0.408175,1.04194,1.39486,-0.435015,0.817055,0.0651455,-0.525627,-1.12911,-0.119302,-0.183211,-0.0813116,0.158491,0.723445,-0.390193,0.0779045,-0.873258,-1.05711,0.189992,-1.48285,0.0756189,1.1695,0.49043,1.36722,-0.836342,1.98215,0.0157435,-1.34654,0.276267,-0.152679,119.836,134.404,152.055,159.181,159.568,187.359,189.245,196.477,199.843,203.22,208.665,217.045,220.542,230.512,232.873,237.636,239.901,247.948,252.824,260.099,260.806,265.469,270.658,274.41,276.793,282.546,287.956,293.585,294.673,303.443,308.553,310.95,315.283,316.992,318.791,325.101,329.276,331.443,335.537,337.172,339.547,344.61,345.972,347.557,348.832,352.679,354.395,358.941,361.295,362.351,367.433,369.906,373.045,376.564,378.705,379.242,382.953,384.088,386.269,389.063,390.074,392.005,393.968,395.201,396.46
349.744,0.101596,0.306265,0.363017,0.0634072,0.10097,0.00230768,0.121429,0.278181,0.273695,0.307861,0.12698,0.273134,0.242822,0.101596,0.121429,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.844,134.54,151.527,158.935,159.646,187.514,188.338,196.371,199.346,204.218,209.049,216.445,220.574,231.056,233.019,237.556,239.844,248.678,252.233,259.972,260.966,265.462,271.32,274.504,276.652,282.446,287.605,294.421,294.483,304.217,308.546,311.907,315.671,316.952,317.416,324.991,329.33,330.203,336.176,336.714,339.265,343.894,346.332,346.915,348.135,353.637,354.333,358.505,361.91,364.064,366.405,369.379,373.946,376.595,378.649,378.711,382.435,384.032,387.907,388.641,389.414,393.695,394.346,395.562,396.158,0.188856,-0.455624,0.338387,0.0437796,0.00433487,0.0310636,0.605325,-0.553337,-0.0858376,-0.777966,0.184664,0.528584,-1.41076,-0.659046,-0.208006,0.114957,-0.0635167,-0.533534,-0.362525,-0.423902,0.503615,-0.561933,-0.195381,0.43647,-0.184588,0.430315,-0.769997,1.25304,0.301127,-0.720194,-0.912755,0.101862,-0.345714,0.673327,-1.32427,0.927492,-0.413707,1.03952,1.38456,-0.446043,0.784742,0.0291071,-0.535585,-1.1523,-0.135378,-0.189497,-0.0911111,0.155465,0.725538,-0.393299,0.0793713,-0.879763,-1.07749,0.182539,-1.48527,0.0842794,1.16957,0.489309,1.36615,-0.846628,1.95811,0.00961112,-1.37113,0.265773,-0.151703,119.844,134.405,152.058,159.182,159.569,187.363,189.247,196.474,199.854,203.224,208.669,217.054,220.546,230.521,232.882,237.643,239.916,247.949,252.82,260.102,260.809,265.475,270.662,274.416,276.795,282.547,287.964,293.604,294.69,303.446,308.557,310.982,315.278,316.987,318.797,325.108,329.282,331.445,335.547,337.183,339.579,344.646,345.982,347.58,348.848,352.685,354.405,358.944,361.292,362.354,367.432,369.913,373.065,376.571,378.707,379.234,382.952,384.089,386.27,389.074,390.098,392.011,393.992,395.211,396.459
349.744,0.101593,0.306312,0.36343,0.0634162,0.101273,0.00230947,0.121448,0.278091,0.273637,0.30795,0.126562,0.273911,0.24339,0.101593,0.121448,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.611,133.984,151.343,158.68,159.655,187.692,189.03,197.214,199.22,202.933,208.302,217.161,220.395,230.812,232.49,236.804,239.962,247.727,253.369,260.105,261.636,265.176,271.66,274.848,276.156,282.937,288.646,294.095,294.698,305.174,307.332,309.704,316.281,316.603,319.177,324.743,328.211,331.804,336.008,336.748,340.745,344.691,343.698,345.783,348.45,353.834,354.577,358.637,361.952,360.978,366.75,368.593,372.516,377.108,378.372,379.094,381.986,384.49,387.55,389.744,389.698,390.274,394.892,396.107,394.835,0.188084,-0.455636,0.338195,0.0439639,0.00419709,0.0304557,0.605283,-0.547546,-0.0876366,-0.777931,0.184568,0.52845,-1.4101,-0.658247,-0.207254,0.114311,-0.0644098,-0.533337,-0.362701,-0.423876,0.503078,-0.561051,-0.19601,0.435804,-0.18506,0.429017,-0.771341,1.25039,0.300104,-0.721765,-0.909653,0.101545,-0.345132,0.675451,-1.32667,0.926309,-0.415215,1.03853,1.38344,-0.448456,0.783937,0.0290638,-0.537322,-1.15143,-0.135647,-0.190453,-0.093221,0.154512,0.724047,-0.395168,0.0789503,-0.880634,-1.07985,0.183104,-1.48664,0.0825927,1.17328,0.489166,1.36636,-0.847822,1.96465,0.00824141,-1.37421,0.26994,-0.148943,119.845,134.405,152.058,159.182,159.569,187.364,189.247,196.469,199.856,203.224,208.669,217.055,220.545,230.52,232.881,237.644,239.916,247.948,252.82,260.102,260.81,265.474,270.663,274.416,276.795,282.548,287.965,293.607,294.691,303.448,308.554,310.982,315.277,316.985,318.8,325.109,329.283,331.446,335.549,337.185,339.58,344.646,345.983,347.579,348.849,352.686,354.407,358.944,361.294,362.356,367.432,369.914,373.068,376.571,378.709,379.235,382.949,384.089,386.27,389.075,390.091,392.013,393.995,395.207,396.456
349.745,0.1016,0.306535,0.363705,0.0636403,0.10172,0.00230935,0.121447,0.278086,0.273632,0.307802,0.126549,0.274789,0.244285,0.1016,0.121447,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,120.026,133.899,152.301,158.797,159.662,187.669,189.962,196.21,199.225,203.64,207.951,216.415,220.349,230.547,232.299,237.538,240.342,247.752,253.648,260.141,260.745,265.765,269.589,274.439,277.267,282.46,288.402,294.107,294.813,303.023,308.885,310.488,315.211,317.072,320.691,324.299,329.334,331.603,335.636,336.914,339.895,345.435,346.181,348.258,348.048,352.965,353.686,358.953,361.733,363.146,367.004,370.157,372.519,376.938,377.437,378.68,381.579,382.488,385.5,389.255,389.602,391.953,393.954,396.204,396.994,0.188177,-0.455645,0.338194,0.0441546,0.00430461,0.0303418,0.605516,-0.54655,-0.088245,-0.778058,0.184205,0.528602,-1.41021,-0.657772,-0.206823,0.113826,-0.0638383,-0.534183,-0.364506,-0.424386,0.502006,-0.56131,-0.196864,0.434684,-0.186384,0.426512,-0.772439,1.2482,0.298924,-0.724897,-0.908063,0.10249,-0.349101,0.673354,-1.32922,0.923149,-0.418213,1.03517,1.38288,-0.451328,0.784627,0.0293761,-0.540772,-1.15288,-0.137322,-0.191892,-0.0962552,0.15031,0.71987,-0.399622,0.0730076,-0.88364,-1.08059,0.180816,-1.48998,0.0768396,1.1714,0.481458,1.36277,-0.852528,1.9632,0.00500684,-1.37817,0.26656,-0.14971,119.845,134.405,152.058,159.182,159.569,187.364,189.246,196.468,199.856,203.224,208.67,217.054,220.545,230.52,232.881,237.644,239.916,247.949,252.822,260.102,260.811,265.474,270.664,274.417,276.796,282.55,287.966,293.609,294.692,303.451,308.552,310.982,315.281,316.987,318.802,325.112,329.286,331.45,335.549,337.188,339.579,344.646,345.987,347.581,348.85,352.688,354.41,358.949,361.298,362.361,367.438,369.917,373.069,376.573,378.712,379.241,382.951,384.097,386.273,389.08,390.093,392.016,393.999,395.21,396.457
349.745,0.101598,0.306592,0.363962,0.0637058,0.101881,0.00231076,0.121443,0.278074,0.273621,0.307901,0.12654,0.275131,0.2445,0.101598,0.121443,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.875,134.157,151.626,158.642,159.368,187.641,189.796,194.93,200.129,203.557,207.336,217.377,220.613,230.716,232.747,237.585,239.448,247.846,251.827,260.245,260.918,265.695,269.895,274.735,276.846,282.059,287.757,292.42,296.399,304.485,307.944,310.176,314.472,317.174,320.056,325.502,330.421,330.898,334.716,337.541,339.122,345.278,346.085,346.565,349.592,352.558,353.48,360.071,361.773,361.453,367.818,370.85,374.147,375.754,379.829,379.408,383.153,384.467,386.62,388.572,389.365,392.162,394.44,395.055,395.826,0.188339,-0.455623,0.338263,0.0441861,0.00422068,0.0302498,0.605469,-0.546166,-0.0884872,-0.777931,0.184316,0.528681,-1.41025,-0.657552,-0.206734,0.11361,-0.0637493,-0.534194,-0.365015,-0.42445,0.501845,-0.561036,-0.196969,0.434635,-0.186828,0.425855,-0.77281,1.24737,0.298257,-0.72623,-0.908556,0.103432,-0.350099,0.672162,-1.33055,0.921883,-0.419168,1.03414,1.38179,-0.452061,0.785327,0.030093,-0.541647,-1.15264,-0.137368,-0.192942,-0.0969492,0.149403,0.71821,-0.40105,0.0718865,-0.883849,-1.08127,0.180297,-1.49148,0.0748474,1.17006,0.4791,1.36129,-0.85312,1.96532,0.00359005,-1.37881,0.267188,-0.149454,119.845,134.405,152.058,159.182,159.569,187.364,189.247,196.467,199.856,203.224,208.67,217.054,220.545,230.52,232.881,237.644,239.916,247.949,252.822,260.102,260.811,265.474,270.664,274.417,276.797,282.551,287.967,293.61,294.693,303.452,308.553,310.981,315.282,316.988,318.804,325.113,329.287,331.451,335.55,337.189,339.579,344.645,345.988,347.581,348.85,352.689,354.411,358.95,361.3,362.362,367.439,369.917,373.069,376.574,378.713,379.243,382.952,384.099,386.275,389.08,390.091,392.017,394,395.21,396.456
