# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB2-v1/datafile_VB2-v1_10N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1168296188 (Default)
# output
#   file = VB-LA_outputs_VB2-v1/output_VB2-v1_10N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10
40.0815,0.134833,0.43667,0.481111,0.198705,0.282796,0.00546598,0.118982,0.270443,0.266543,0.229375,0.120094,0.445085,0.517206,0.134833,0.118982,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.846,133.797,153.095,159.786,158.776,186.875,190.097,195,201.197,201.974,0.286338,-0.627469,0.305838,-0.0636029,0.0241112,-0.150769,0.242579,-0.335511,-0.735573,-1.22654,119.747,134.576,152.09,159.29,159.549,187.545,189.609,196.257,200.504,203.673
40.4389,0.133218,0.437701,0.481134,0.195729,0.27853,0.00505571,0.120986,0.276459,0.272157,0.236186,0.124747,0.439716,0.506686,0.133218,0.120986,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.904,134.591,152.751,158.815,159.766,186.602,190.787,195.836,201.019,203.814,0.200332,-0.629272,0.277147,-0.0782218,0.0174674,-0.19932,0.230279,-0.577366,-0.851669,-1.27171,119.833,134.578,152.119,159.304,159.556,187.593,189.622,196.498,200.62,203.718
41.2647,0.129144,0.438768,0.480678,0.193853,0.275103,0.0042133,0.122457,0.28132,0.276608,0.241414,0.129408,0.434863,0.49826,0.129144,0.122457,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,120.208,134.511,151.881,159.345,158.681,186.636,189.186,196.085,200.041,203.703,0.139848,-0.617026,0.260863,-0.0737335,0.0134957,-0.217647,0.257483,-0.742061,-0.886937,-1.27044,119.893,134.566,152.135,159.3,159.56,187.612,189.595,196.663,200.655,203.716
43.2429,0.12024,0.439365,0.479291,0.196398,0.278324,0.00284818,0.121483,0.277743,0.273388,0.235603,0.12521,0.437779,0.50799,0.12024,0.121483,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.89,134.291,153.205,158.154,159.185,187.828,189.571,196.041,199.94,203.381,0.191279,-0.565802,0.294098,-0.0057193,0.0229908,-0.125309,0.403003,-0.449099,-0.638382,-1.11151,119.842,134.515,152.102,159.232,159.55,187.519,189.449,196.37,200.406,203.558
44.0113,0.116075,0.439376,0.478477,0.196369,0.284359,0.00237075,0.121504,0.270382,0.267611,0.224099,0.101245,0.447284,0.53413,0.116075,0.121504,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.965,134.683,152.452,158.985,159.027,188.099,188.757,196.831,199.739,203.314,0.200206,-0.536964,0.309015,0.0490744,0.0315445,-0.0707298,0.501657,0.0761379,-0.514677,-1.01263,119.833,134.486,152.087,159.177,159.541,187.465,189.35,195.845,200.283,203.459
44.1114,0.115748,0.439154,0.478397,0.198176,0.284604,0.00234123,0.120489,0.26984,0.266753,0.224213,0.106956,0.446557,0.531283,0.115748,0.120489,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.646,134.518,151.657,160.256,159.281,187.713,188.756,194.997,199.878,203.411,0.243062,-0.531977,0.323927,0.0541941,0.0337951,-0.0452543,0.513186,0.0641183,-0.441965,-0.985363,119.79,134.481,152.072,159.172,159.539,187.439,189.339,195.857,200.21,203.431
44.1576,0.11562,0.438895,0.478316,0.199598,0.284646,0.00233788,0.119648,0.269502,0.266117,0.224521,0.112078,0.445809,0.528402,0.11562,0.119648,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.45,133.939,151.975,159.549,160.251,188.373,187.942,195.643,199.77,203.29,0.278446,-0.528774,0.335878,0.05699,0.0354585,-0.0255879,0.519847,0.0445294,-0.385386,-0.965467,119.755,134.478,152.06,159.169,159.538,187.42,189.332,195.876,200.153,203.411
44.1743,0.115522,0.43859,0.478194,0.20056,0.284718,0.00234449,0.119015,0.269068,0.265488,0.224531,0.115353,0.445464,0.526722,0.115522,0.119015,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.995,134.35,152.055,159.842,159.243,187.809,189.155,195.081,199.899,203.091,0.305275,-0.526243,0.345036,0.0597083,0.0368358,-0.0101919,0.525624,0.04094,-0.341871,-0.94958,119.728,134.475,152.051,159.166,159.536,187.404,189.326,195.88,200.11,203.396
44.1836,0.115487,0.43839,0.478095,0.200696,0.284544,0.00235751,0.118847,0.26904,0.265388,0.224717,0.116513,0.445236,0.525817,0.115487,0.118847,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.908,134.294,152.246,159.272,158.925,187.728,189.348,195.746,200.394,203.86,0.31234,-0.525585,0.347415,0.0600929,0.0371152,-0.00633903,0.526798,0.0342605,-0.33053,-0.945619,119.721,134.475,152.049,159.166,159.536,187.4,189.325,195.887,200.099,203.392
44.2377,0.114674,0.437194,0.477355,0.200561,0.283488,0.00238669,0.118316,0.268838,0.26498,0.225329,0.119797,0.444509,0.522728,0.114674,0.118316,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,119.788,134.703,152.21,159.396,159.468,188.102,189.698,195.624,199.356,203.286,0.335428,-0.519127,0.356691,0.0664685,0.0384549,0.0120214,0.542564,0.0311693,-0.277272,-0.920655,119.698,134.468,152.039,159.16,159.535,187.382,189.309,195.89,200.045,203.367
