# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB1-v2/datafile_VB1-v2_50N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1584940484 (Default)
# output
#   file = VB-LA_outputs_VB1-v2/output_VB1-v2_50N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,yhat.26,yhat.27,yhat.28,yhat.29,yhat.30,yhat.31,yhat.32,yhat.33,yhat.34,yhat.35,yhat.36,yhat.37,yhat.38,yhat.39,yhat.40,yhat.41,yhat.42,yhat.43,yhat.44,yhat.45,yhat.46,yhat.47,yhat.48,yhat.49,yhat.50,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,residual.11,residual.12,residual.13,residual.14,residual.15,residual.16,residual.17,residual.18,residual.19,residual.20,residual.21,residual.22,residual.23,residual.24,residual.25,residual.26,residual.27,residual.28,residual.29,residual.30,residual.31,residual.32,residual.33,residual.34,residual.35,residual.36,residual.37,residual.38,residual.39,residual.40,residual.41,residual.42,residual.43,residual.44,residual.45,residual.46,residual.47,residual.48,residual.49,residual.50,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10,calcfq.11,calcfq.12,calcfq.13,calcfq.14,calcfq.15,calcfq.16,calcfq.17,calcfq.18,calcfq.19,calcfq.20,calcfq.21,calcfq.22,calcfq.23,calcfq.24,calcfq.25,calcfq.26,calcfq.27,calcfq.28,calcfq.29,calcfq.30,calcfq.31,calcfq.32,calcfq.33,calcfq.34,calcfq.35,calcfq.36,calcfq.37,calcfq.38,calcfq.39,calcfq.40,calcfq.41,calcfq.42,calcfq.43,calcfq.44,calcfq.45,calcfq.46,calcfq.47,calcfq.48,calcfq.49,calcfq.50
-2311.39,0.15,0.5,0.5,0.1,0.1,0.005,0.2,0.48,0.466667,0.466667,0.166667,0.166667,0.166667,0.15,0.2,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.87654,9.29672,9.32291,12.9503,13.6909,22.6859,24.982,25.0499,28.331,28.7233,36.7707,38.3121,38.5642,46.0655,46.9814,47.0428,48.8906,50.1487,49.8635,51.5559,57.7738,58.4313,63.5598,65.3063,65.5996,69.7506,71.733,71.7799,73.9271,74.3413,76.0243,76.0923,76.8307,78.8255,83.5515,83.8088,89.4582,90.7085,94.1858,94.6636,95.5218,95.091,98.0499,104.441,105.341,106.53,105.362,111.686,113.265,112.479,-0.362471,-0.399146,-0.523594,-0.894078,-0.843232,-1.54218,-1.4538,-1.28044,-1.50122,-1.6796,-2.50765,-2.36812,-0.69607,-1.95139,-2.16723,-1.68905,-2.16298,-2.57195,-1.48641,-3.22523,-3.43396,-3.37767,-1.00641,-1.05971,-0.790418,-4.62126,-4.00381,-2.68674,-3.46055,-2.82369,-3.61155,-3.86974,-1.43036,-2.00043,-4.19776,-4.71524,-5.36218,-2.70396,-4.90149,-4.1326,-3.85791,-1.86524,-1.81235,-4.66073,-5.11324,-5.38924,-5.2713,-6.742,-6.31107,-5.88368,4.87347,9.25915,9.28859,13.0521,13.7162,22.7362,25.0438,25.1004,28.1842,28.7906,37.0267,38.2511,38.5341,46.2584,46.6712,47.27,49.105,49.885,49.9514,51.9992,57.589,58.5277,63.7434,65.4867,66.0974,70.3223,71.6628,72.5217,73.8326,74.1837,75.6865,76.1907,77.2364,78.3674,83.2178,83.5792,89.2422,91.387,93.9215,94.6366,95.7379,95.8112,97.9203,103.973,104.309,105.681,105.972,111.28,112.083,112.297
79.6953,0.138087,0.437535,0.487001,0.270498,0.197305,0.00548388,0.0835183,0.357598,0.256049,0.377037,0.532893,0.278666,0.189245,0.138087,0.0835183,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.26302,8.70078,9.08778,11.9932,12.7613,20.9868,24.2813,24.0142,26.1647,27.5222,34.6628,35.706,37.0382,44.7274,44.8186,45.3432,47.3555,47.6298,48.2709,48.5656,54.5975,55.2981,62.5036,64.5727,65.7383,66.3251,67.655,70.9211,71.1735,72.4325,72.0034,74.2368,75.4072,76.4324,79.5701,80.1892,84.1205,89.6244,89.7798,91.7279,91.3874,93.2547,95.0149,99.8137,101.374,102.621,102.258,106.042,107.102,106.012,0.216567,0.170759,-0.341671,0.111249,0.177766,0.352263,-0.510606,-0.356398,0.367074,-0.567183,0.00794853,0.146604,0.753446,-0.27803,-0.514322,-0.326366,-0.397807,-0.549167,0.205009,0.0644026,-0.122254,-0.645984,-0.108303,-0.215178,-0.277947,-0.522869,0.0863591,-0.903595,-1.1684,-0.479589,-0.218249,-1.57153,0.211074,0.427248,-0.61931,-1.21593,-0.413182,0.406824,-0.781776,-0.683655,0.254536,0.45306,0.671403,-1.26667,-2.18506,-1.46446,-1.54581,-1.19503,-1.26914,-1.12236,4.29443,8.68924,9.10667,12.0468,12.6952,20.8417,24.1006,24.1764,26.3159,27.6782,34.5111,35.7364,37.0846,44.585,45.0183,45.9074,47.3398,47.8622,48.26,48.7096,54.2773,55.796,62.8453,64.6422,65.5849,66.2239,67.5726,70.7386,71.5404,71.8396,72.2932,73.8925,75.5949,75.9398,79.6393,80.0799,84.2932,88.2762,89.8018,91.1877,91.6255,93.4929,95.4366,100.579,101.381,101.756,102.247,105.733,107.041,107.535
167.787,0.137201,0.433829,0.485305,0.24981,0.233164,0.00552483,0.0920098,0.321806,0.26281,0.326257,0.428165,0.341064,0.274738,0.137201,0.0920098,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.33874,8.70204,8.93837,12.005,12.6977,20.7504,23.7472,24.0068,26.582,27.2224,34.5907,36.0927,36.7279,44.2713,44.444,46.0068,47.7544,47.5287,48.6124,48.4916,54.4839,55.6059,62.5473,65.3625,65.0574,65.9327,67.2293,70.6772,70.8143,71.2415,71.8791,72.9943,75.0674,75.9074,79.7843,78.675,84.5114,88.0151,89.7744,90.3746,92.1562,93.2652,95.5164,99.5318,100.497,101.454,101.453,104.766,106.16,107.813,0.171899,0.150402,-0.162006,0.118193,0.161475,0.330888,-0.310847,-0.147801,0.323623,-0.282586,0.097647,0.175585,0.656208,-0.069186,-0.358224,-0.037638,-0.194145,-0.272538,0.232292,0.194145,-0.0108004,-0.301911,-0.0226448,-0.218846,-0.043515,-0.274307,0.227469,-0.808077,-0.691848,-0.0193983,-0.00512639,-0.980182,0.2347,0.345195,-0.222972,-0.816356,-0.132992,0.269023,-0.521472,-0.378438,0.287146,0.432917,0.587215,-0.746134,-1.43275,-0.949667,-1.05299,-0.766436,-0.878061,-0.702828,4.3391,8.7096,8.92701,12.0398,12.7115,20.8631,23.9008,23.9678,26.3594,27.3936,34.4214,35.7074,37.1818,44.3762,44.8622,45.6186,47.1361,47.5855,48.2327,48.5799,54.1658,55.4519,62.7596,64.6458,65.3505,65.9753,67.4315,70.6431,71.0638,71.3794,72.0801,73.3012,75.5713,76.0218,79.243,79.6804,84.013,88.414,89.5415,90.8824,91.5929,93.5131,95.5208,100.058,100.629,101.242,101.754,105.304,106.65,107.116
223.753,0.136535,0.431491,0.483616,0.209474,0.271373,0.00558162,0.111008,0.279215,0.267497,0.253827,0.204853,0.423382,0.446183,0.136535,0.111008,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.43703,8.61302,8.81394,12.0476,12.703,21.0069,23.3822,23.6944,26.5087,26.9478,34.209,36.1581,37.7949,43.7906,44.4507,45.6148,46.7361,47.5058,48.2139,48.4994,53.8362,54.8237,62.757,64.7745,65.3285,65.7879,67.4983,69.828,70.8103,70.269,72.5943,72.0674,75.7312,75.978,79.0482,79.7968,83.5022,87.9546,89.0739,91.0031,91.6494,94.3181,96.3397,100.017,99.1695,100.358,100.835,104.672,106.029,107.253,0.074419,0.198949,-0.00449865,0.085644,0.0932839,0.201329,-0.056121,0.116848,0.181251,0.0995728,0.105093,0.090852,0.433526,0.179367,0.0404975,0.0991207,0.0711975,0.0643741,0.16676,0.204155,-0.0247064,0.0867306,0.078378,-0.115843,0.102086,-0.115426,0.219003,-0.404923,-0.143413,0.300029,0.193518,-0.176356,0.161481,0.0892305,0.193711,-0.378699,0.00226257,-0.0594332,-0.419618,-0.0574952,0.11758,0.284113,0.353199,-0.0431007,-0.438104,-0.323535,-0.426789,-0.448095,-0.613311,-0.323318,4.43658,8.66105,8.7695,12.0724,12.7797,20.9927,23.6461,23.7032,26.5017,27.0114,34.4139,35.7921,37.4045,44.1276,44.4635,45.4819,46.8708,47.2486,48.2982,48.5698,54.1797,55.0633,62.6586,64.5428,65.2049,65.8164,67.44,70.2399,70.5154,71.06,71.8815,72.4974,75.6445,76.2778,78.8263,79.2427,83.8777,88.7424,89.4396,90.5615,91.7624,93.6619,95.7548,99.3551,99.6341,100.616,101.128,104.986,106.385,106.736
227.321,0.136621,0.431943,0.483888,0.204098,0.267669,0.00558984,0.113922,0.283879,0.272818,0.258599,0.197387,0.420835,0.443975,0.136621,0.113922,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.44752,8.57604,8.82299,11.9701,12.8998,21.1302,23.4599,23.5803,26.5046,27.0684,34.1792,35.7669,37.5346,44.2155,44.6264,45.4892,46.908,46.9602,48.3273,48.8734,54.1455,55.4885,63.2958,65.1126,64.8842,66.2706,67.8859,71.0754,70.1926,70.3279,71.8484,71.977,75.6432,76.165,78.8648,79.2191,84.1648,88.8747,90.0627,90.6915,91.0157,93.6793,95.105,99.0784,98.8201,101.215,100.35,104.044,107.294,106.314,0.0587138,0.18727,-0.0209073,0.0552288,0.0636497,0.145054,-0.0916835,0.0815211,0.127919,0.0550032,0.0252664,0.0135535,0.397009,0.110679,-0.0166997,0.060482,-0.00118671,-0.00793602,0.127704,0.102538,-0.129102,-0.010112,0.0502197,-0.137913,0.0774552,-0.251084,0.0882407,-0.497236,-0.237315,0.254455,0.0834344,-0.272419,0.116304,0.0229717,0.0690479,-0.500822,-0.162761,-0.148238,-0.577688,-0.201454,0.0470014,0.219388,0.286002,-0.167347,-0.559621,-0.46659,-0.56067,-0.637896,-0.792997,-0.481245,4.45229,8.67273,8.78591,12.1028,12.8094,21.0489,23.6817,23.7385,26.5551,27.056,34.4937,35.8694,37.441,44.1963,44.5207,45.5205,46.9432,47.3209,48.3373,48.6715,54.2841,55.1601,62.6868,64.5649,65.2295,65.9521,67.5708,70.3322,70.6093,71.1055,71.9916,72.5934,75.6897,76.344,78.951,79.3648,84.0428,88.8312,89.5977,90.7055,91.833,93.7266,95.822,99.4793,99.7556,100.759,101.262,105.176,106.565,106.894
227.686,0.136616,0.431983,0.483902,0.201209,0.267993,0.0055933,0.115387,0.283565,0.273737,0.257051,0.186167,0.423241,0.450714,0.136616,0.115387,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.45626,8.5966,8.81314,11.9969,12.8296,20.9711,23.5329,23.6069,26.6243,27.097,34.4987,36.006,37.1961,44.1142,45.0643,45.4256,47.0779,47.1837,47.8462,48.7444,53.8429,55.0693,62.4962,64.6361,65.4756,66.48,67.1248,69.8198,70.7629,71.7702,71.729,72.2954,75.5118,76.6673,78.3694,80.0959,83.7499,89.0795,89.4331,90.3257,92.6821,93.7053,96.4257,99.9615,99.9736,101.711,102.069,104.839,106.644,108.17,0.0512098,0.194282,-0.0270164,0.0467783,0.0540668,0.126407,-0.0908684,0.0826154,0.110001,0.0586416,0.00602871,-0.00846652,0.379315,0.104498,-0.0131168,0.0527705,-0.00787419,-0.012572,0.115334,0.0773249,-0.155291,-0.0190919,0.0476533,-0.134921,0.0715631,-0.278416,0.0559397,-0.497338,-0.238923,0.246136,0.0659814,-0.265627,0.101749,-0.00328521,0.054326,-0.513927,-0.198874,-0.181661,-0.613396,-0.22497,0.0230824,0.197611,0.261074,-0.169357,-0.553631,-0.476155,-0.567984,-0.673774,-0.828593,-0.505656,4.45979,8.66572,8.79202,12.1112,12.8189,21.0676,23.6809,23.7374,26.573,27.0524,34.513,35.8915,37.4587,44.2025,44.5171,45.5282,46.9499,47.3256,48.3497,48.6967,54.3103,55.1691,62.6893,64.5619,65.2354,65.9794,67.6031,70.3323,70.6109,71.1139,72.009,72.5866,75.7043,76.3703,78.9657,79.3779,84.0789,88.8647,89.6334,90.729,91.8569,93.7484,95.8469,99.4814,99.7496,100.768,101.269,105.212,106.601,106.919
227.762,0.136585,0.431946,0.483913,0.199286,0.268027,0.0055947,0.11633,0.283493,0.274378,0.2563,0.17931,0.424609,0.454559,0.136585,0.11633,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.47439,8.56006,8.80564,12.1002,12.8038,21.1774,23.6702,23.8229,26.4045,27.1584,34.8161,35.8777,37.71,44.2396,44.726,45.5361,46.9925,47.5629,48.1722,48.5697,54.2917,55.3796,62.7451,65.1712,64.81,66.8243,67.6147,70.8104,70.6364,72.0708,72.0376,72.2055,75.4524,76.848,79.9098,80.1478,84.3828,89.6593,90.136,90.3901,91.873,93.4232,95.7668,100.167,99.1198,100.682,101.593,104.037,107.638,107.017,0.0463849,0.198193,-0.0310429,0.0410616,0.047696,0.114031,-0.0912029,0.082445,0.0981448,0.0598004,-0.00721904,-0.0233053,0.367906,0.099364,-0.0123154,0.0472508,-0.0134504,-0.0169371,0.10711,0.0599768,-0.173198,-0.0265836,0.0455053,-0.133494,0.0673146,-0.29768,0.0338529,-0.499364,-0.24195,0.239962,0.0532817,-0.263728,0.0920218,-0.0204676,0.0428492,-0.52438,-0.223997,-0.203611,-0.638101,-0.242088,0.00723251,0.18314,0.244716,-0.173137,-0.552821,-0.48483,-0.57514,-0.699288,-0.853706,-0.523566,4.46462,8.66181,8.79604,12.1169,12.8253,21.08,23.6812,23.7376,26.5849,27.0512,34.5262,35.9063,37.4701,44.2076,44.5163,45.5337,46.9555,47.3299,48.3579,48.714,54.3282,55.1766,62.6915,64.5605,65.2397,65.9987,67.6251,70.3344,70.614,71.12,72.0217,72.5847,75.714,76.3875,78.9772,79.3884,84.104,88.8866,89.6581,90.7461,91.8728,93.7629,95.8633,99.4851,99.7488,100.777,101.276,105.237,106.626,106.937
227.796,0.13628,0.431237,0.483881,0.197309,0.267438,0.00558812,0.116964,0.283427,0.274782,0.2563,0.174641,0.425486,0.45617,0.13628,0.116964,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.47637,8.61485,8.7712,12.1274,12.8499,20.9718,23.8791,23.5853,26.348,27.1457,34.4449,35.965,37.3061,44.3949,44.8574,45.7203,46.6812,47.2081,48.2167,49.372,54.5902,55.3593,62.092,64.2724,64.5904,66.0346,68.053,70.1492,69.971,71.7093,72.2176,72.4192,76.0918,75.6131,78.7136,78.6244,84.4465,89.2078,89.1941,90.867,92.4662,93.5849,95.461,100.355,99.8098,101.155,101.793,104.756,107.056,106.002,0.0431703,0.20094,-0.0337185,0.0373561,0.0435373,0.106018,-0.0911353,0.0826189,0.0904872,0.0610303,-0.0154575,-0.0326604,0.360249,0.0966953,-0.0111024,0.0437396,-0.0163752,-0.0190153,0.101756,0.0493549,-0.18411,-0.0303451,0.0442547,-0.132274,0.0645623,-0.308832,0.0206806,-0.499192,-0.242446,0.235999,0.0463866,-0.260783,0.085747,-0.0317943,0.0371348,-0.529404,-0.238377,-0.217919,-0.652223,-0.251169,-0.00300257,0.17378,0.234166,-0.173081,-0.549704,-0.487804,-0.577233,-0.713032,-0.867313,-0.532559,4.46783,8.65906,8.79872,12.1206,12.8295,21.088,23.6811,23.7374,26.5925,27.05,34.5345,35.9157,37.4778,44.2103,44.5151,45.5373,46.9584,47.332,48.3632,48.7246,54.3391,55.1803,62.6927,64.5593,65.2424,66.0098,67.6383,70.3342,70.6144,71.124,72.0286,72.5818,75.7203,76.3988,78.9829,79.3934,84.1184,88.9009,89.6722,90.7552,91.883,93.7722,95.8738,99.4851,99.7457,100.78,101.278,105.251,106.639,106.946
228.384,0.132803,0.422904,0.48351,0.187139,0.259198,0.00549766,0.117883,0.283954,0.275776,0.263251,0.169705,0.424886,0.445101,0.132803,0.117883,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.47495,8.66171,8.78692,12.1339,12.7708,21.2073,23.7366,23.6952,26.5775,27.012,34.3081,35.9507,37.4557,44.2206,44.1662,45.3722,47.0619,47.1605,48.6153,48.6174,54.901,55.1288,62.8552,64.6108,64.7798,66.3205,67.5648,69.9617,70.7363,70.7518,71.8392,72.6051,75.5854,76.155,79.47,79.375,83.953,88.8605,90.025,90.5344,92.0777,93.6345,95.7508,100.337,98.9733,100.561,101.302,104.59,106.169,106.962,0.0386942,0.202093,-0.0379006,0.0312827,0.0371305,0.0947322,-0.0937219,0.0801246,0.0798996,0.0595025,-0.0266461,-0.0447348,0.349173,0.0920571,-0.0119885,0.0373467,-0.0210606,-0.0226985,0.0936703,0.0373413,-0.195836,-0.0342825,0.040758,-0.132833,0.0605466,-0.318048,0.00947154,-0.49703,-0.24066,0.228611,0.041991,-0.25535,0.0771209,-0.0478914,0.0357541,-0.529892,-0.246091,-0.237142,-0.658944,-0.252917,-0.0169571,0.160933,0.220923,-0.163878,-0.537272,-0.480623,-0.569548,-0.713716,-0.867777,-0.529313,4.47231,8.65791,8.8029,12.1267,12.8359,21.0993,23.6837,23.7399,26.6031,27.0515,34.5456,35.9277,37.4888,44.2149,44.516,45.5437,46.9631,47.3357,48.3713,48.7367,54.3508,55.1843,62.6962,64.5598,65.2465,66.019,67.6495,70.332,70.6127,71.1314,72.033,72.5764,75.7289,76.4149,78.9842,79.3939,84.1261,88.9201,89.6789,90.7569,91.897,93.7851,95.8871,99.4759,99.7333,100.773,101.271,105.252,106.64,106.942
230.949,0.112105,0.372209,0.483847,0.125611,0.204522,0.0049346,0.123299,0.285758,0.280391,0.315797,0.137039,0.410835,0.364773,0.112105,0.123299,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,4.53043,8.59593,8.91573,12.1735,12.8993,21.0997,23.5937,23.8967,26.7488,26.9705,34.4219,35.8604,37.1449,44.3228,44.6848,45.7776,47.1752,47.3719,48.6851,48.4579,54.4464,55.188,62.7764,65.1464,65.425,66.4028,67.7892,69.8926,70.4755,70.9777,71.9635,72.9338,75.5735,76.6902,78.8816,79.1102,84.2539,89.2797,89.5063,90.1953,91.5717,94.1764,96.5499,99.3058,99.5012,101.017,101.318,105.571,107.049,106.471,0.0131692,0.215365,-0.0611127,0.000781295,0.00387474,0.0377762,-0.0969734,0.077398,0.0267715,0.0680612,-0.0724816,-0.0980657,0.284457,0.0888125,0.0064397,0.00694148,-0.0232344,-0.0179926,0.0512767,-0.00468222,-0.235088,-0.020837,0.0281086,-0.125978,0.0408672,-0.325559,-0.0146746,-0.441213,-0.187082,0.192154,0.0583931,-0.175694,0.0335493,-0.136204,0.0791334,-0.481115,-0.230917,-0.33686,-0.640113,-0.205593,-0.0882238,0.0952115,0.153692,-0.0448469,-0.397905,-0.367902,-0.457196,-0.638025,-0.795186,-0.439196,4.49783,8.64463,8.82611,12.1572,12.8691,21.1562,23.687,23.7426,26.6562,27.0429,34.5915,35.9811,37.5535,44.2182,44.4976,45.5741,46.9652,47.331,48.4137,48.7787,54.3901,55.1708,62.7089,64.553,65.2661,66.0266,67.6737,70.2762,70.5591,71.1678,72.0166,72.4967,75.7725,76.5032,78.9409,79.3451,84.1109,89.0199,89.6601,90.7096,91.9682,93.8508,95.9543,99.3568,99.5939,100.66,101.158,105.176,106.567,106.852
