# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB3-v1/datafile_VB3-v1_10N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1168668503 (Default)
# output
#   file = VB-LA_outputs_VB3-v1/output_VB3-v1_10N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10
39.8037,0.139172,0.443356,0.486221,0.184396,0.303817,0.00522617,0.12948,0.253515,0.253398,0.192141,-0.0214766,0.483976,0.638273,0.139172,0.12948,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7562,48.6257,49.1101,63.2847,66.1392,76.1508,93.4615,98.936,101.483,111.75,-0.0876934,-0.0271511,0.364786,0.0385233,-0.0375107,-0.0890068,0.290396,-0.429337,-0.394614,-0.286212,24.7607,48.9092,49.0962,63.1885,66.0495,76.318,92.6486,98.2163,101.05,111.602
40.0788,0.140215,0.450631,0.488181,0.189786,0.309425,0.00483218,0.130422,0.254507,0.25435,0.189177,-0.0248988,0.483161,0.649614,0.140215,0.130422,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.6191,49.2634,49.1685,63.4072,66.0265,75.9621,92.191,97.7441,100.813,110.815,-0.104099,-0.0313346,0.348937,0.0124775,-0.0621279,-0.104428,0.276618,-0.444094,-0.443307,-0.311956,24.7771,48.9133,49.1121,63.2145,66.0741,76.3334,92.6624,98.2311,101.098,111.628
40.5997,0.14211,0.464267,0.491666,0.20328,0.322003,0.00417111,0.130493,0.25338,0.253151,0.181018,-0.0300224,0.482368,0.674585,0.14211,0.130493,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.8866,49.0152,49.2299,63.4127,66.1121,76.0038,92.3175,98.4523,100.896,111.67,-0.105992,-0.0151465,0.347895,0.0153153,-0.061233,-0.105246,0.279361,-0.442858,-0.447947,-0.306132,24.779,48.8971,49.1131,63.2117,66.0732,76.3342,92.6596,98.2299,101.103,111.622
41.2122,0.1448,0.484196,0.496755,0.229582,0.339474,0.00335719,0.127307,0.252206,0.252183,0.173847,-0.0095502,0.475602,0.689908,0.1448,0.127307,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7111,48.8135,48.5709,63.5591,66.1614,76.5792,92.3203,98.314,101.15,111.51,-0.0542246,-0.0407862,0.388294,0.0720258,-0.00579012,-0.0555631,0.318535,-0.401659,-0.333829,-0.299384,24.7272,48.9228,49.0727,63.155,66.0178,76.2846,92.6205,98.1887,100.989,111.615
41.2663,0.144785,0.484213,0.496698,0.229435,0.341524,0.00334978,0.127389,0.249385,0.249268,0.169818,-0.0216261,0.478561,0.702459,0.144785,0.127389,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7456,48.9622,48.9963,62.8715,65.9516,76.0353,92.605,98.0238,100.233,111.335,-0.0548195,0.00343247,0.393478,0.0922947,0.00969485,-0.0552177,0.326666,-0.395242,-0.315047,-0.251092,24.7278,48.8786,49.0675,63.1347,66.0023,76.2842,92.6123,98.1822,100.97,111.567
41.2762,0.144648,0.483193,0.496449,0.228639,0.340657,0.00338412,0.127277,0.249439,0.249334,0.170397,-0.020508,0.478563,0.700259,0.144648,0.127277,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7016,48.9141,49.0956,63.035,65.7175,76.5863,92.4326,97.915,101.22,112.257,-0.0529063,0.00129729,0.39499,0.094093,0.0116143,-0.0534876,0.327744,-0.393945,-0.310533,-0.250952,24.7259,48.8807,49.066,63.1329,66.0004,76.2825,92.6113,98.1809,100.966,111.567
41.2858,0.144333,0.480933,0.495906,0.226812,0.338812,0.00346188,0.12706,0.24945,0.249362,0.171513,-0.0187256,0.478721,0.696013,0.144333,0.12706,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7721,49.0052,49.0263,63.4684,65.6768,76.0903,92.4648,97.7596,101.175,111.898,-0.0491382,-0.00134792,0.398196,0.0984237,0.016019,-0.0500608,0.330157,-0.391144,-0.300793,-0.248768,24.7221,48.8833,49.0628,63.1286,65.996,76.2791,92.6088,98.1781,100.956,111.565
41.286,0.14429,0.480701,0.495866,0.226654,0.338632,0.00346991,0.127024,0.249446,0.249361,0.17164,-0.0184454,0.47873,0.695506,0.14429,0.127024,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7825,48.9876,49.0068,62.9664,65.5221,76.1646,92.2752,98.081,101.349,111.327,-0.0485048,-0.00173302,0.398725,0.0991611,0.0167585,-0.0494793,0.330588,-0.390657,-0.299189,-0.248429,24.7215,48.8837,49.0623,63.1278,65.9952,76.2785,92.6084,98.1777,100.954,111.564
41.2861,0.144258,0.480578,0.495858,0.226549,0.338538,0.00347436,0.127014,0.249448,0.249364,0.171707,-0.0183645,0.478751,0.69527,0.144258,0.127014,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.5634,48.9271,49.2244,63.3345,65.4457,76.0767,92.507,98.2015,101.488,112.196,-0.0483369,-0.0018584,0.398867,0.0993586,0.0169596,-0.0493302,0.330696,-0.390527,-0.298734,-0.248316,24.7213,48.8839,49.0621,63.1276,65.995,76.2783,92.6083,98.1775,100.954,111.564
41.2865,0.144168,0.480427,0.495925,0.22648,0.33845,0.00348002,0.126974,0.249447,0.249366,0.171841,-0.0180406,0.478777,0.694775,0.144168,0.126974,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7232,48.8426,49.0153,63.0104,65.4066,76.4434,93.0669,98.5993,100.992,111.964,-0.0476173,-0.00233869,0.39944,0.100177,0.0177789,-0.0486758,0.3312,-0.38995,-0.296931,-0.248021,24.7206,48.8843,49.0616,63.1268,65.9942,76.2777,92.6078,98.177,100.952,111.564
41.2875,0.143943,0.48016,0.496147,0.226303,0.338302,0.00349091,0.126928,0.249486,0.249409,0.172144,-0.0175173,0.478867,0.693802,0.143943,0.126928,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7428,48.7577,48.9344,63.546,66.3656,76.0339,92.3971,98.565,101.492,111.457,-0.0467737,-0.00345435,0.400029,0.100921,0.0185791,-0.0479429,0.331705,-0.38931,-0.294928,-0.248162,24.7198,48.8855,49.061,63.1261,65.9934,76.2769,92.6073,98.1763,100.95,111.564
41.2903,0.143276,0.479728,0.496964,0.226013,0.338308,0.00351093,0.126858,0.249425,0.249351,0.172617,-0.0171996,0.479365,0.692459,0.143276,0.126858,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.6138,48.8268,49.1326,63.268,65.8251,75.8291,91.8499,97.7478,101.138,111.232,-0.0452947,-0.00327367,0.401275,0.10333,0.0208326,-0.0466615,0.333086,-0.387716,-0.290192,-0.245906,24.7183,48.8853,49.0597,63.1237,65.9912,76.2757,92.6059,98.1747,100.945,111.562
41.2972,0.141635,0.479146,0.499261,0.225586,0.338473,0.00354605,0.12678,0.249679,0.249618,0.174133,-0.0155468,0.480287,0.688488,0.141635,0.12678,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.6994,48.9875,49.0766,63.126,65.6762,76.6483,92.6274,97.7445,100.857,111.079,-0.0433598,-0.00781485,0.402131,0.10446,0.022227,-0.0452235,0.334173,-0.385993,-0.285446,-0.247752,24.7164,48.8898,49.0589,63.1225,65.9898,76.2742,92.6048,98.173,100.94,111.564
41.3197,0.13658,0.47881,0.50751,0.225328,0.341011,0.0036089,0.126741,0.249675,0.249617,0.17721,-0.0152477,0.484295,0.682175,0.13658,0.126741,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7287,48.9706,49.1522,62.8814,66.1779,76.3433,92.5639,98.1537,100.451,111.873,-0.0404361,-0.0073621,0.403728,0.110511,0.0276695,-0.0433804,0.338085,-0.380783,-0.272469,-0.241068,24.7134,48.8894,49.0573,63.1165,65.9843,76.2724,92.6009,98.1678,100.927,111.557
41.3607,0.126374,0.479808,0.527864,0.225356,0.346839,0.00371763,0.127226,0.251914,0.251888,0.186674,-0.0100783,0.491856,0.663684,0.126374,0.127226,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.6323,48.993,48.7097,63.1589,66.2928,75.9936,92.172,98.3053,101.001,111.228,-0.0440294,-0.0335179,0.394634,0.096844,0.0162579,-0.049437,0.333403,-0.381954,-0.283004,-0.266594,24.717,48.9155,49.0664,63.1302,65.9957,76.2784,92.6056,98.169,100.938,111.583
41.3851,0.121775,0.481862,0.53927,0.22654,0.351423,0.00372625,0.127661,0.252852,0.252828,0.190603,-0.00976864,0.496079,0.658031,0.121775,0.127661,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.891,48.8918,49.0909,62.9553,65.7025,76.7428,93.0745,98.6833,100.887,111.844,-0.048949,-0.0415152,0.387774,0.0879451,0.00809936,-0.0553458,0.32964,-0.384318,-0.294586,-0.277548,24.7219,48.9235,49.0732,63.1391,66.0039,76.2843,92.6094,98.1713,100.95,111.594
41.4666,0.116997,0.487403,0.553923,0.230543,0.360678,0.00362846,0.12843,0.252554,0.252481,0.191533,-0.0170485,0.502374,0.662234,0.116997,0.12843,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7803,48.4079,49.3615,63.0357,65.9877,76.1011,92.5155,98.0703,100.939,111.682,-0.0587613,-0.0266337,0.378932,0.0829901,0.00158954,-0.0655874,0.326877,-0.386692,-0.309002,-0.269444,24.7318,48.9086,49.0821,63.144,66.0104,76.2946,92.6121,98.1737,100.964,111.585
