# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 0
# model = rus
# method = optimize
#   optimize
#     algorithm = lbfgs (Default)
#       lbfgs
#         init_alpha = 0.001 (Default)
#         tol_obj = 9.9999999999999998e-13 (Default)
#         tol_rel_obj = 10000 (Default)
#         tol_grad = 1e-08 (Default)
#         tol_rel_grad = 10000000 (Default)
#         tol_param = 1e-08 (Default)
#         history_size = 5 (Default)
#     iter = 500
#     save_iterations = 1
#     laplace_draws = 250
#     laplace_diag_shift = 0 (Default)
# id = 0 (Default)
# data
#   file = VB-LA_datafiles_VB3-v1/datafile_VB3-v1_25N.dat
# init = init-cij-tbc1.dat
# random
#   seed = 1510513196 (Default)
# output
#   file = VB-LA_outputs_VB3-v1/output_VB3-v1_25N_init-cij-tbc1_1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,c44_coat,c11_coat,c33_coat,c12_coat,c13_coat,sigma,c66_coat,ct1_coat,Ep,Et,vp,vtp,vpt,Gt,Gp,Csub.1.1,Csub.2.1,Csub.3.1,Csub.4.1,Csub.5.1,Csub.6.1,Csub.1.2,Csub.2.2,Csub.3.2,Csub.4.2,Csub.5.2,Csub.6.2,Csub.1.3,Csub.2.3,Csub.3.3,Csub.4.3,Csub.5.3,Csub.6.3,Csub.1.4,Csub.2.4,Csub.3.4,Csub.4.4,Csub.5.4,Csub.6.4,Csub.1.5,Csub.2.5,Csub.3.5,Csub.4.5,Csub.5.5,Csub.6.5,Csub.1.6,Csub.2.6,Csub.3.6,Csub.4.6,Csub.5.6,Csub.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,residual.1,residual.2,residual.3,residual.4,residual.5,residual.6,residual.7,residual.8,residual.9,residual.10,residual.11,residual.12,residual.13,residual.14,residual.15,residual.16,residual.17,residual.18,residual.19,residual.20,residual.21,residual.22,residual.23,residual.24,residual.25,calcfq.1,calcfq.2,calcfq.3,calcfq.4,calcfq.5,calcfq.6,calcfq.7,calcfq.8,calcfq.9,calcfq.10,calcfq.11,calcfq.12,calcfq.13,calcfq.14,calcfq.15,calcfq.16,calcfq.17,calcfq.18,calcfq.19,calcfq.20,calcfq.21,calcfq.22,calcfq.23,calcfq.24,calcfq.25
-296.681,0.15,0.5,0.5,0.1,0.1,0.005,0.2,0.48,0.466667,0.466667,0.166667,0.166667,0.166667,0.15,0.2,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,25.7001,50.4147,51.6513,65.9573,68.7066,77.324,94.6002,100.209,104.232,114.892,115.761,126.896,128.79,131.027,133.023,134.702,145.33,155.413,156.502,157.873,161.274,181.471,183.969,186.506,191.544,-1.2341,-1.55246,-1.79711,-2.62029,-2.38484,-1.29737,-1.15182,-1.83221,-4.31969,-3.7872,-3.26387,-3.56711,-5.11616,-2.53074,-1.92993,-1.33245,-2.27242,-4.01889,-4.96571,-4.24504,-3.69935,-4.28514,-4.89085,-3.994,-5.21148,25.9071,50.4345,51.2581,65.8473,68.3968,77.5264,94.0908,99.6192,104.975,115.103,115.703,126.721,128.935,130.496,133.084,134.544,146.364,155.368,157.333,157.845,159.773,182.203,183.67,188.115,190.984
54.1319,0.14203,0.456058,0.491416,0.266485,0.14829,0.00532262,0.0947865,0.41131,0.291772,0.430548,0.5391,0.205233,0.139082,0.14203,0.0947865,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.0686,49.0342,51.8201,63.7692,65.962,75.7667,92.1387,97.9855,100.716,113.791,113.912,123.749,127.935,129.382,132.154,134.381,143.579,152.064,153.993,155.068,155.568,176.925,180.468,184.818,189.068,0.480042,0.0521536,-1.89382,-0.160549,-0.00204379,0.393981,0.373108,-0.218749,0.0451898,-2.23394,-1.83502,0.742465,-3.65934,-1.07662,-1.34542,-0.361947,-0.529123,-0.472926,-0.765666,-0.698484,0.696575,0.0345283,-1.13136,-0.86359,-1.04639,24.193,48.8298,51.3548,63.3875,66.014,75.835,92.5659,98.0057,100.61,113.55,114.274,122.412,127.478,129.042,132.499,133.574,144.621,151.822,153.133,154.298,155.377,177.883,179.91,184.985,186.819
105.972,0.135747,0.426125,0.482286,0.207456,0.312411,0.00562492,0.109335,0.223754,0.223639,0.174194,0.0227253,0.493088,0.633051,0.135747,0.109335,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.5745,48.9283,48.7251,63.0915,65.7394,75.3989,92.4022,97.6869,99.9819,112.56,112.506,121.597,123.54,128.25,130.607,133.876,144.574,150.582,151.248,153.324,154.537,176.619,180.75,182.129,185.89,0.262604,0.174299,0.698929,0.626684,0.504636,0.242923,0.614395,-0.0960295,0.629671,0.281518,0.796554,0.669844,0.193013,-0.0496665,0.229577,0.0448783,0.203015,0.505417,0.847131,0.21883,0.927702,0.541024,0.259984,1.08253,0.693831,24.4104,48.7077,48.7621,62.6003,65.5074,75.9861,92.3246,97.883,100.025,111.034,111.642,122.484,123.626,128.015,130.924,133.167,143.889,150.844,151.52,153.381,155.146,177.377,178.519,183.038,185.079
109.012,0.137531,0.43391,0.486131,0.191688,0.25053,0.00563048,0.121111,0.304798,0.291951,0.285474,0.205302,0.400465,0.409552,0.137531,0.121111,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7398,49.1453,50.0109,63.3529,66.3694,77.107,92.9735,98.3525,101.121,112.009,113.44,122.771,126.586,129.064,131.199,133.59,143.315,152.461,153.575,154.988,155.008,176.689,180.607,186.888,185.104,0.0406861,-0.197678,-0.293453,-0.163119,-0.155405,0.0161833,0.241792,-0.438264,-0.427691,-1.05862,-0.554565,-0.143917,-1.75964,-0.737273,-0.57056,-0.189066,-0.397613,-0.843979,-0.772176,-0.587596,0.137074,-0.648847,-0.961895,-0.577736,-0.856411,24.6323,49.0797,49.7545,63.3901,66.1674,76.2128,92.6972,98.2253,101.083,112.375,112.994,123.298,125.579,128.702,131.725,133.401,144.49,152.193,153.139,154.188,155.937,178.567,179.741,184.699,186.629
114.061,0.137011,0.431598,0.485161,0.188242,0.26866,0.00564028,0.121678,0.282827,0.277318,0.252268,0.139555,0.433435,0.476475,0.137011,0.121678,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.5339,48.4274,49.4087,62.6022,66.2666,75.4848,92.5538,97.6552,100.386,112.457,113.253,123.362,125.527,127.575,131.06,133.023,145.552,150.961,153.045,154.775,155.568,177.998,179.383,185.661,187.216,0.0363549,-0.165992,0.023961,-0.0286808,-0.055189,0.0178296,0.293742,-0.398938,-0.298985,-0.727642,-0.215499,-0.0820038,-1.25207,-0.579761,-0.342331,-0.167914,-0.285329,-0.653673,-0.517573,-0.445306,0.224366,-0.527796,-0.728086,-0.251952,-0.575841,24.6366,49.048,49.437,63.2557,66.0672,76.2112,92.6453,98.1859,100.954,112.044,112.654,123.236,125.071,128.545,131.496,133.38,144.377,152.003,152.885,154.045,155.85,178.446,179.507,184.373,186.349
115.684,0.136356,0.428888,0.483736,0.188306,0.293576,0.00562432,0.120291,0.250719,0.250309,0.20445,0.0404311,0.475663,0.582355,0.136356,0.120291,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.3496,48.5693,49.169,62.7409,65.7457,76.3921,92.6716,98.6724,101.738,111.838,112.589,124.179,124.144,128.817,130.23,133.859,145.088,151.971,153.342,153.427,154.454,178.635,179.807,183.571,185.16,0.0680096,-0.0814916,0.477821,0.225014,0.146449,0.0564169,0.404008,-0.30498,-0.0105007,-0.20509,0.314007,0.114626,-0.461803,-0.316428,-0.00239264,-0.117797,-0.0843889,-0.249705,-0.0232626,-0.187822,0.439605,-0.205232,-0.318367,0.376761,-0.0604072,24.605,48.9635,48.9832,63.002,65.8656,76.1726,92.535,98.092,100.666,111.521,112.125,123.039,124.281,128.281,131.156,133.33,144.176,151.599,152.39,153.788,155.634,178.123,179.097,183.744,185.833
116.138,0.136515,0.429568,0.48409,0.190334,0.28706,0.00561847,0.119617,0.259344,0.257785,0.21823,0.0775434,0.463073,0.547008,0.136515,0.119617,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.7351,49.2106,49.2125,63.1568,66.0754,76.5426,92.3732,98.3178,100.993,111.149,112.168,123.232,125.346,129.787,130.153,134.224,145.51,153.465,153.903,154.159,155.645,178.612,177.423,183.252,185.696,0.0771207,-0.0921267,0.342492,0.174031,0.109995,0.0622743,0.385709,-0.317487,-0.0490021,-0.346183,0.17036,0.0991717,-0.685237,-0.385536,-0.102112,-0.117739,-0.127457,-0.325385,-0.115349,-0.23614,0.412808,-0.253991,-0.404953,0.20303,-0.17128,24.5959,48.9741,49.1185,63.053,65.902,76.1667,92.5533,98.1045,100.704,111.662,112.269,123.055,124.504,128.351,131.256,133.33,144.219,151.674,152.482,153.836,155.661,178.172,179.184,183.918,185.944
116.195,0.136563,0.429821,0.484199,0.191529,0.285059,0.00560642,0.119146,0.262001,0.259855,0.222645,0.0904918,0.458773,0.535448,0.136563,0.119146,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.4673,48.8029,49.6873,62.9451,66.3685,76.5824,92.9285,98.5122,100.607,113.239,112.177,122.648,124.188,127.942,129.37,133.63,144.16,152.337,151.663,153.524,155.507,180.524,177.129,184.881,187.092,0.0844085,-0.0911156,0.297496,0.163571,0.104019,0.0682475,0.383391,-0.317695,-0.050245,-0.388142,0.127299,0.105184,-0.753909,-0.405084,-0.133948,-0.114616,-0.13734,-0.33789,-0.131842,-0.245521,0.413395,-0.256336,-0.425123,0.155577,-0.196524,24.5886,48.9731,49.1635,63.0634,65.908,76.1608,92.5556,98.1047,100.705,111.704,112.312,123.049,124.573,128.37,131.288,133.327,144.229,151.687,152.499,153.846,155.661,178.174,179.204,183.965,185.97
116.272,0.136598,0.430083,0.48429,0.191649,0.284018,0.0055815,0.119217,0.263517,0.261129,0.224801,0.0951857,0.456818,0.53064,0.136598,0.119217,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.5826,49.2193,49.0525,63.8485,66.1048,76.5293,91.9466,98.1476,100.921,111.79,111.812,122.393,124.256,127.937,133,133.788,144.776,152.002,151.426,153.001,154.913,178.021,180.556,185.101,186.822,0.0828126,-0.0951281,0.275974,0.151419,0.0943355,0.0663376,0.378122,-0.322202,-0.0642336,-0.413081,0.102037,0.0955139,-0.791549,-0.417524,-0.149945,-0.117053,-0.146866,-0.357576,-0.155773,-0.257752,0.403093,-0.272081,-0.444816,0.12531,-0.221232,24.5902,48.9771,49.185,63.0756,65.9177,76.1627,92.5609,98.1092,100.719,111.729,112.337,123.058,124.611,128.383,131.304,133.329,144.239,151.707,152.523,153.858,155.671,178.19,179.224,183.996,185.994
116.621,0.136698,0.431189,0.48465,0.191963,0.281078,0.00543314,0.119613,0.268175,0.26505,0.231085,0.107949,0.451058,0.517354,0.136698,0.119613,3.48979,0.76393,1.24628,0.194843,-0.225282,0.0957425,0.76393,3.41676,1.31931,0.121814,-0.0968611,-0.305638,1.24628,1.31931,2.93442,-0.316656,0.322143,0.209895,0.194843,0.121814,-0.316656,1.21931,0.209895,-0.0968611,-0.225282,-0.0968611,0.322143,0.209895,1.14628,0.194843,0.0957425,-0.305638,0.209895,-0.0968611,0.194843,0.66393,24.5025,49.4427,49.0591,63.0232,66.22,76.4055,92.2745,97.6451,100.368,112.307,112.105,123.221,124.867,127.843,131.316,132.879,144.384,152.558,153.141,154.482,157.074,176.433,178.73,183.011,184.506,0.0749043,-0.109841,0.212182,0.110973,0.0613852,0.0577028,0.359977,-0.338251,-0.1141,-0.490084,0.024169,0.0589161,-0.905971,-0.456118,-0.197637,-0.126759,-0.17793,-0.424178,-0.236723,-0.298928,0.366057,-0.327076,-0.5099,0.0320788,-0.3022,24.5981,48.9918,49.2488,63.116,65.9506,76.1713,92.579,98.1253,100.769,111.806,112.415,123.095,124.725,128.421,131.352,133.339,144.27,151.773,152.604,153.899,155.708,178.245,179.289,184.089,186.075
